,F_MAMH,F_MANH,F_SISO,F_TCPHONG
3888,PE1033,CC05,60.0,
3889,PE1035,CC01,60.0,
3890,PE1035,CC02,60.0,
3891,PE1035,CC03,60.0,
3892,PE1035,CC04,60.0,
3893,PE1035,CC05,60.0,
3894,PE1035,CC06,60.0,
3895,PE1039,CC01,60.0,
3896,PE1039,CC02,60.0,
3897,PE1039,CC03,60.0,
3898,PE1039,CC04,60.0,
3899,PE1039,CC05,60.0,
3900,PE1041,CC01,60.0,
3901,PE1041,CC02,60.0,
3902,PE1041,CC03,60.0,
3903,PE1041,CC04,60.0,
3904,PE1041,CC05,60.0,
3905,PE1041,CC06,60.0,
3906,PE1041,CC07,60.0,
3907,PE1041,CC08,60.0,
3908,PE1041,CC09,60.0,
3909,PE1041,CC10,60.0,
3910,PE1041,CC11,60.0,
3911,PE1041,CC12,60.0,
3912,PE1041,CC13,60.0,
3913,PE1041,CC14,60.0,
3914,PE1041,CC15,60.0,
3915,PE1047,CC01,150.0,
3916,PE1047,CC03,60.0,
3917,PE1047,CC04,60.0,
3918,PE1047,CC05,60.0,
3919,PE1047,CC07,60.0,
3920,PE1017,CC01,60.0,
3921,PE1043,L01,55.0,
3922,PE1043,L02,55.0,
3923,PE1043,L03,55.0,
3924,PE1043,L04,55.0,
3925,PE1043,L05,55.0,
3926,PE1033,L01,60.0,
3927,PE1033,L02,60.0,
3928,PE1033,L03,60.0,
3929,PE1033,L04,60.0,
3930,PE1033,L05,60.0,
3931,PE1033,L06,60.0,
3932,PE1033,L07,60.0,
3933,PE1033,L08,60.0,
3934,PE1033,L09,60.0,
3935,PE1051,L01,60.0,
3936,PE1051,L02,60.0,
3937,PE1063,L01,60.0,
3938,PE1063,L02,60.0,
3939,PE1063,L03,60.0,
3940,IM5159,CH01,56.0,QT
3941,ME2011,L01,900.0,.
3942,EE3061,L01,900.0,.
3943,EE3151,L01,900.0,.
3944,EE4313,L01,900.0,.
3945,CI2093,L01,900.0,.
3946,CI3197,L01,900.0,.
3947,CI3213,L01,900.0,.
3948,EE4335,L01,900.0,.
3949,CI2101,L01,900.0,.
3950,TR4091,L01,900.0,.
3951,CI3273,L01,900.0,.
3952,CI4179,L01,900.0,.
3953,CH4099,L01,900.0,.
3954,ME5017,L01,900.0,.
3955,EE4211,L01,900.0,.
3956,CI3295,L01,80.0,LH
3957,ME2011,A01,900.0,.
3958,ME4019,A01,900.0,.
3959,MA4333,A01,900.0,.
3960,EE3061,A01,900.0,.
3961,EE4333,A01,900.0,.
3962,EE4323,A01,900.0,.
3963,CI2093,A01,900.0,.
3964,CI3197,A01,900.0,.
3965,CI3221,A01,900.0,.
3966,CI4123,A01,900.0,.
3967,CI3213,A01,900.0,.
3968,ME4221,A01,900.0,.
3969,EE4009,A01,900.0,.
3970,EE4011,A01,900.0,.
3971,CO3103,A01,900.0,.
3972,GE3197,A01,900.0,.
3973,ME4367,A01,900.0,.
3974,ME4101,A01,900.0,.
3975,CO3119,A01,900.0,.
3976,MA5003,A01,900.0,.
3977,TR5001,A01,900.0,.
3978,ME4029,CC01,900.0,.
3979,ME4093,CC01,900.0,.
3980,TR4079,CC01,900.0,.
3981,TR4091,CC01,900.0,.
3982,EN4027,CC01,900.0,.
3983,EE4405,CC01,900.0,.
3984,GK5007,NS01,80.0,QT
3985,GK5035,CH01,80.0,QT
3986,GK5041,CH01,56.0,QT
3987,GK5035,CH02,80.0,QT
3988,LA1003,L15,60.0,LH
3989,GK5009,CH01,60.0,QT
3990,GK5009,CH02,60.0,QT
3991,GK5025,CH02,60.0,QT
3992,LA1005,L01,60.0,LH
3993,LA1005,L02,60.0,LH
3994,LA1005,L03,60.0,LH
3995,LA1005,L04,60.0,LH
3996,LA1005,L05,60.0,LH
3997,LA1005,L06,60.0,LH
3998,LA1005,L07,60.0,LH
3999,LA1005,L08,60.0,LH
4000,LA1005,L09,60.0,LH
4001,LA1005,L10,60.0,LH
4002,LA1005,L11,60.0,LH
4003,LA1005,L12,60.0,LH
4004,LA1005,L13,60.0,LH
4005,LA1005,L14,60.0,LH
4006,LA1005,L15,60.0,LH
4007,MT1005,A02,100.0,QT
4008,LA1005,L16,50.0,LH
4009,LA1005,L17,60.0,LH
4010,LA1005,L18,60.0,LH
4011,LA1005,L19,60.0,LH
4012,LA1005,L20,60.0,LH
4013,LA1007,L01,60.0,LH
4014,LA1007,L02,60.0,LH
4015,LA1007,L03,60.0,LH
4016,EE3008,A02,30.0,G
4017,LA1007,L04,60.0,LH
4018,LA1007,L05,60.0,LH
4019,LA1007,L06,60.0,LH
4020,LA1007,L07,60.0,LH
4021,LA1007,L08,60.0,LH
4022,LA1007,L09,60.0,LH
4023,LA1007,L10,60.0,LH
4024,LA1007,L11,60.0,LH
4025,LA1007,L12,60.0,LH
4026,CO2040,A02,40.0,MT
4027,LA1009,L01,60.0,LH
4028,LA1009,L02,60.0,LH
4029,LA1009,L03,60.0,LH
4030,LA1009,L04,60.0,LH
4031,LA1009,L05,60.0,LH
4032,LA1009,L06,60.0,LH
4033,LA1009,L07,60.0,LH
4034,LA1009,L08,60.0,LH
4035,LA1009,L09,60.0,LH
4036,LA1009,L10,60.0,LH
4037,LA1009,L11,60.0,LH
4038,LA1009,L12,60.0,LH
4039,LA1009,L13,60.0,LH
4040,LA1009,L15,60.0,LH
4041,LA1009,L16,60.0,LH
4042,LA1009,L18,60.0,LH
4043,LA1009,L19,60.0,LH
4044,LA1009,L20,60.0,LH
4045,LA1009,L21,60.0,LH
4046,LA1003,A01,60.0,QT
4047,LA1003,A02,60.0,QT
4048,LA1005,A01,60.0,QT
4049,LA1005,A02,60.0,QT
4050,LA1005,A03,60.0,QT
4051,LA1005,A04,60.0,QT
4052,LA1007,A01,60.0,QT
4053,LA1007,A02,60.0,QT
4054,LA1007,A03,60.0,QT
4055,LA1009,A01,60.0,QT
4056,LA1009,A02,60.0,QT
4057,LA1009,A03,60.0,QT
4058,ME2020,A05,25.0,.
4059,CH6057,CH01,200.0,
4060,AS6071,CH01,200.0,
4061,MA6013,CH01,200.0,
4062,ME6111,CH01,200.0,
4063,EE6051,CH01,200.0,
4064,EE6065,CH01,200.0,
4065,EE6079,CH01,200.0,
4066,EE6093,CH01,200.0,
4067,EE6107,CH01,200.0,
4068,EE6121,CH01,200.0,
4069,TR6021,CH01,200.0,
4070,CH6041,CH01,200.0,
4071,CH6055,CH01,200.0,
4072,CH6069,CH01,200.0,
4073,CH6083,CH01,200.0,
4074,EN6045,CH01,200.0,
4075,AS6041,CH01,200.0,
4076,EN6059,CH01,200.0,
4077,EE6069,CH01,200.0,
4078,EE6083,CH01,200.0,
4079,EE6097,CH01,200.0,
4080,EE6111,CH01,200.0,
4081,EE6125,CH01,200.0,
4082,CH6045,CH01,200.0,
4083,CH6059,CH01,200.0,
4084,CH6087,CH01,200.0,
4085,IM6031,CH01,200.0,
4086,EN6063,CH01,200.0,
4087,TR6027,CH01,200.0,
4088,AS6061,CH01,200.0,
4089,AS6089,CH01,200.0,
4090,MA6017,CH01,200.0,
4091,ME603A,CH01,200.0,
4092,CH604A,CH01,200.0,
4093,CH602A,CH01,200.0,
4094,AS604A,CH01,200.0,
4095,MA601A,CH01,200.0,
4096,CI605A,CH01,200.0,
4097,GE602A,CH01,200.0,
4098,EN602A,CH01,200.0,
4099,MA601A,CH01,200.0,
4100,EN603A,CH01,200.0,
4101,ME603A,CH01,200.0,
4102,GE602A,CH01,200.0,
4103,MA601A,CH01,200.0,
4104,ME7301,NS01,200.0,
4105,ME7303,NS01,200.0,
4106,ME7305,NS01,200.0,
4107,ME7317,NS01,200.0,
4108,ME7351,NS01,200.0,
4109,ME7359,NS01,200.0,
4110,GE7173,NS01,200.0,
4111,EE7119,NS01,200.0,
4112,EE7125,NS01,200.0,
4113,EE7127,NS01,200.0,
4114,CH7563,NS01,200.0,
4115,CH7581,NS01,200.0,
4116,CH7617,NS01,200.0,
4117,EN7237,NS01,200.0,
4118,EN7239,NS01,200.0,
4119,EN7243,NS01,200.0,
4120,EN7245,NS01,200.0,
4121,EN7255,NS01,200.0,
4122,EN7263,NS01,200.0,
4123,CO7265,NS01,200.0,
4124,CO7271,NS01,200.0,
4125,CO7273,NS01,200.0,
4126,AS7147,NS01,200.0,
4127,AS7165,NS01,200.0,
4128,AS7173,NS01,200.0,
4129,MA7111,NS01,200.0,
4130,MA7113,NS01,200.0,
4131,MA7117,NS01,200.0,
4132,MA7119,NS01,200.0,
4133,CI7689,NS01,200.0,
4134,CI7697,NS01,200.0,
4135,CI7553,NS01,200.0,
4136,CI7555,NS01,200.0,
4137,CI7561,NS01,200.0,
4138,CI7589,NS01,200.0,
4139,CI7597,NS01,200.0,
4140,CI7653,NS01,200.0,
4141,CI7661,NS01,200.0,
4142,CI7577,NS01,200.0,
4143,CI7579,NS01,200.0,
4144,EE2420,CC10,20.0,D1
4145,EE2420,CC11,20.0,D1
4146,CO1004,CC02,36.0,MQ
4147,EE2420,CC12,20.0,D1
4148,EE1030,CC02,30.0,XG
4149,IM1025,CC02,81.0,QT
4150,IM1025,CC03,80.0,QT
4151,MT1005,CC12,100.0,QT
4152,SK1003,CC60,30.0,QT
4153,SP1037,CC03,120.0,QT
4154,EE2412,CC10,20.0,XG
4155,EE2412,CC11,20.0,XG
4156,EE2412,CC12,20.0,B2
4157,EE1029,CC02,60.0,QT
4158,EE1030,CC03,30.0,B2
4159,EE1029,CC03,60.0,QT
4160,EE1030,CC04,30.0,B2
4161,EE1030,CC05,30.0,B2
4162,EE1030,CC06,30.0,XG
4163,IM1019,L06,80.0,LH
4164,EE3031,L02,60.0,LH
4165,MT2013,L13,140.0,LH
4166,IM1025,L07,120.0,LH
4167,CO1027,L05,120.0,LH
4168,CO1028,L13,40.0,HM
4169,CO1028,L14,40.0,HM
4170,EE1008,L28,30.0,T2
4171,CO1028,L15,40.0,HM
4172,IM3095,L03,60.0,LH
4173,ME2007,L05,80.0,LH
4174,CH2155,L06,40.0,P
4175,ME2008,L05,80.0,LH
4176,CO2007,L02,120.0,LH
4177,CO2008,L04,40.0,N5
4178,EE3087,L02,50.0,LH
4179,EE3088,L03,25.0,ET
4180,SK1003,CC61,30.0,QT
4181,CH3001,L04,18.0,;
4182,ME1009,L02,60.0,LH
4183,IM1021,L06,100.0,LH
4184,IM1021,L07,100.0,LH
4185,CI2147,L03,30.0,A1
4186,ME1013,CC11,20.0,X
4187,ME1013,CC12,20.0,X
4188,SA0004,A01,800.0,
4189,SA0004,A02,800.0,
4190,SA0004,A03,800.0,
4191,SA0004,A04,800.0,
4192,SA0004,A05,800.0,
4193,SA0004,A06,800.0,
4194,SA0004,L01,800.0,
4195,SA0004,L02,800.0,
4196,SA0004,L03,800.0,
4197,SA0004,L04,800.0,
4198,SA0004,L05,800.0,
4199,SA0004,L06,800.0,
4200,SA0004,L07,800.0,
4201,CI6122,IM01,100.0,
4202,CO6035,IM01,100.0,
4203,CH5485,CH01,50.0,QT
4204,CH5615,CH01,50.0,QT
4205,CH5731,CH01,60.0,QT
4206,CH5739,CH01,60.0,QT
4207,CO5077,IM01,40.0,QT
4208,SK1001,CC01,30.0,QT
4209,SK1001,CC02,30.0,QT
4210,CI5141,IM01,40.0,QT
4211,LA1039,DL01,40.0,LH
4212,LA1041,DL01,40.0,LH
4213,LA1041,DL03,40.0,LH
4214,LA1043,DL01,40.0,LH
4215,LA1043,DL02,40.0,LH
4216,LA1043,DL03,40.0,LH
4217,LA1043,DT01,40.0,QT
4218,CI3507,L01,80.0,LH
4219,CI3508,L01,80.0,LH
4220,ME1020,L01,60.0,LH
4221,CI4188,L01,80.0,LH
4222,AS4005,T01,500.0,
4223,AS4007,T01,500.0,
4224,AS4317,T01,500.0,
4225,AS4325,T01,500.0,
4226,AS4337,T01,500.0,
4227,AS4343,T01,500.0,
4228,CH4095,T01,500.0,
4229,CH4343,T01,500.0,
4230,CH4345,T01,500.0,
4231,CH4357,T01,500.0,
4232,CI4133,T01,500.0,
4233,CI4137,T01,500.0,
4234,CI4167,T01,500.0,
4235,CI4169,T01,500.0,
4236,CI4313,T01,500.0,
4237,CI4317,T01,500.0,
4238,CI4327,T01,500.0,
4239,CI4333,T01,500.0,
4240,CI4337,T01,500.0,
4241,CI4343,T01,500.0,
4242,CI4345,T01,500.0,
4243,CI4347,T01,500.0,
4244,CI4377,T01,500.0,
4245,CI4417,T01,500.0,
4246,CI4437,T01,500.0,
4247,CI4447,T01,500.0,
4248,CI4467,T01,500.0,
4249,CI4477,T01,500.0,
4250,CO4041,T01,500.0,
4251,CO4311,T01,500.0,
4252,CO4313,T01,500.0,
4253,CO4317,T01,500.0,
4254,CO4321,T01,500.0,
4255,CO4331,T01,500.0,
4256,CO4337,T01,500.0,
4257,EE4007,T01,500.0,
4258,EE4009,T01,500.0,
4259,EE4311,T01,500.0,
4260,EE4313,T01,500.0,
4261,EE4317,T01,500.0,
4262,EE4323,T01,500.0,
4263,EE4327,T01,500.0,
4264,EE4331,T01,500.0,
4265,EE4333,T01,500.0,
4266,EE4357,T01,500.0,
4267,EE4367,T01,500.0,
4268,EE4377,T01,500.0,
4269,EE4405,T01,500.0,
4270,EN4323,T01,500.0,
4271,GE4313,T01,500.0,
4272,GE4315,T01,500.0,
4273,GE4327,T01,500.0,
4274,GE4343,T01,500.0,
4275,IM4313,T01,500.0,
4276,IM4327,T01,500.0,
4277,IU4327,T01,500.0,
4278,MA4327,T01,500.0,
4279,MA4343,T01,500.0,
4280,ME4029,T01,500.0,
4281,ME4039,T01,500.0,
4282,ME4045,T01,500.0,
4283,ME4047,T01,500.0,
4284,ME4049,T01,500.0,
4285,ME4057,T01,500.0,
4286,ME4059,T01,500.0,
4287,ME4061,T01,500.0,
4288,ME4081,T01,500.0,
4289,ME4093,T01,500.0,
4290,ME4327,T01,500.0,
4291,ME4337,T01,500.0,
4292,ME4357,T01,500.0,
4293,ME4725,T01,500.0,
4294,ME4727,T01,500.0,
4295,TR4091,T01,500.0,
4296,TR4311,T01,500.0,
4297,TR4313,T01,500.0,
4298,TR4317,T01,500.0,
4299,TR4323,T01,500.0,
4300,TR4347,T01,500.0,
4301,TR4367,T01,500.0,
4302,AS2033,L01,80.0,LH
4303,CH3015,L13,25.0,B3
4304,CH3015,L14,25.0,B1
4305,ME5001,A01,500.0,
4306,EE1029,CC04,60.0,QT
4307,EE1030,CC07,30.0,XG
4308,EE1030,CC08,30.0,XG
4309,AS3045,CC01,60.0,QT
4310,AS3046,CC01,60.0,QT
4311,LA1007,L14,60.0,LH
4312,LA1007,L15,60.0,LH
4313,LA1007,L18,60.0,LH
4314,LA1003,L17,60.0,LH
4315,LA1003,L18,60.0,LH
4316,LA1003,L20,60.0,LH
4317,LA1003,L21,60.0,LH
4318,LA1005,L23,60.0,LH
4319,EE1007,L07,30.0,LH
4320,EE1008,L29,30.0,T6
4321,EN3004,L02,25.0,M4
4322,EE2407,CC01,80.0,QT
4323,EE2408,CC01,80.0,QT
4324,CI5183,CH01,40.0,QT
4325,ME3002,L05,25.0,K1
4326,CO5173,IM01,40.0,QT
4327,CO5095,IM01,40.0,QT
4328,CI5097,CH01,50.0,QT
4329,CI5095,CH01,50.0,QT
4330,CI5085,CH01,50.0,QT
4331,CI5087,CH01,50.0,QT
4332,CI5089,CH01,50.0,QT
4333,CI5099,CH01,50.0,QT
4334,EE3079,L01,60.0,LH
4335,ME4135,CC01,60.0,QT
4336,ME4136,CC01,60.0,QT
4337,ME2013,A02,30.0,QT
4338,ME2014,A03,30.0,CY
4339,EE2036,L26,24.0,T8
4340,EE2036,L28,24.0,T8
4341,EE2036,L29,24.0,T8
4342,EE2036,L30,24.0,T8
4343,CI5403,CH01,50.0,QT
4344,CI5407,CH01,50.0,QT
4345,CI5407,IM01,20.0,QT
4346,CI5409,CH01,50.0,QT
4347,CI5409,IM01,40.0,QT
4348,CI5405,IM01,10.0,QT
4349,CI5405,CH01,50.0,QT
4350,AS3051,L01,60.0,LH
4351,CO5167,CH01,60.0,QT
4352,CO5101,CH01,100.0,
4353,CO5097,IM01,40.0,QT
4354,CO5133,IM01,40.0,QT
4355,ME3031,CC01,25.0,QT
4356,ME3032,CC01,25.0,TC
4357,AS5029,CH01,40.0,QT
4358,AS5041,CH01,40.0,QT
4359,AS5255,CH01,40.0,QT
4360,AS5143,CH01,40.0,QT
4361,ME2171,L01,40.0,.
4362,EE1031,L01,100.0,
4363,EE2045,L01,100.0,
4364,GE1013,L07,90.0,LH
4365,GE1014,L23,30.0,
4366,GE1014,L25,30.0,
4367,GE1014,L24,30.0,
4368,GE1014,CC08,35.0,.
4369,GE2035,L03,80.0,LH
4370,GE2036,L03,80.0,LH
4371,ME2119,A03,25.0,X
4372,CH3379,CC02,24.0,J
4373,CH5435,CH01,50.0,QT
4374,CI5005,A01,100.0,
4375,CI3217,L01,100.0,
4376,CI3299,L01,80.0,LH
4377,ME3021,L01,30.0,LH
4378,ME3022,L01,30.0,MX
4379,CI2137,CC01,80.0,QT
4380,CO3335,T01,-5.0,.
4381,CI2138,CC01,60.0,QT
4382,TR3345,T01,-1.0,
4383,CI5213,CH01,40.0,QT
4384,ME3175,L01,60.0,LH
4385,EN3069,L02,30.0,LH
4386,EN3070,L02,30.0,M3
4387,CO300A,TNMT,40.0,
4388,CO3313,T01,-5.0,.
4389,MA4079,L01,60.0,LH
4390,IM5155,CH01,60.0,QT
4391,IM5157,CH01,40.0,QT
4392,CI5373,CH01,60.0,.
4393,CO5115,IM01,40.0,QT
4394,CI3177,L01,40.0,
4395,EE5295,CH01,50.0,QT
4396,EE5207,CH01,30.0,XG
4397,EE5199,CH01,40.0,QT
4398,EE5191,CH01,50.0,QT
4399,EE5149,CH01,50.0,QT
4400,EE5205,CH01,50.0,QT
4401,EE5193,CH01,50.0,QT
4402,EE5201,CH01,48.0,QT
4403,EE5187,CH01,50.0,QT
4404,EE5209,CH01,50.0,QT
4405,CI5775,CH01,40.0,QT
4406,CI3241,CC01,50.0,QT
4407,SK1001,CC03,30.0,QT
4408,EN3079,L01,60.0,LH
4409,CI3299,L02,80.0,LH
4410,CH5611,CH01,20.0,
4411,CH5617,CH01,20.0,.
4412,TR4033,L01,10.0,
4413,TR4034,L01,10.0,
4414,TR4057,L01,10.0,
4415,CH204B,TNHC,20.0,
4416,CH210E,TNHC,10.0,
4417,CH201E,TNHC,10.0,
4418,CH332A,TNHC,10.0,
4419,ME2117,CC01,20.0,C4
4420,MA4049,L01,10.0,
4421,MA4069,L01,10.0,
4422,MA3121,L01,30.0,PO
4423,MA2033,L01,10.0,
4424,MA2034,L01,10.0,
4425,IM2035,TD01,10.0,
4426,IM2033,TD01,10.0,
4427,IM2031,TD01,10.0,
4428,FRE001,TD01,10.0,
4429,FRE002,TD01,10.0,
4430,CO3133,TD01,10.0,
4431,CO3117,TD01,10.0,
4432,CO3029,TD01,10.0,
4433,CO2017,TD01,10.0,
4434,CO2018,TD01,10.0,
4435,MT2013,TD01,10.0,
4436,CO3061,TD01,10.0,
4437,ME3257,TD01,,
4438,FRE003,TD01,10.0,
4439,CO3067,TD01,10.0,
4440,CO3068,TD01,10.0,
4441,CO3033,TD01,10.0,
4442,CO3034,TD01,10.0,
4443,CO2001,TD01,10.0,
4444,CO3093,TD01,10.0,
4445,CO3094,TD01,10.0,
4446,CO3335,TD01,10.0,
4447,IM3081,TD01,10.0,
4448,IM3101,TD01,10.0,
4449,IM3095,TD01,10.0,
4450,EE5109,CH01,10.0,
4451,EE5119,CH01,10.0,
4452,EE5125,CH01,10.0,
4453,EE5127,CH01,10.0,
4454,CI4159,L01,10.0,.
4455,CI4160,L01,10.0,.
4456,CO201B,TNMT,-5.0,
4457,MA4050,L01,10.0,
4458,FRE004,TD01,10.0,
4459,AS2033,TD01,10.0,
4460,AS3055,TD01,10.0,
4461,AS3056,TD01,10.0,
4462,AS3191,TD01,10.0,
4463,AS3051,TD01,10.0,
4464,CI2003,TD01,10.0,
4465,CI2004,TD01,10.0,CL
4466,ME2009,TD01,10.0,
4467,ME2010,TD01,10.0,CX
4468,ME3027,TD01,10.0,
4469,ME3028,TD01,10.0,C2
4470,ME2013,TD01,10.0,
4471,ME2014,TD01,10.0,CY
4472,CI4169,L01,40.0,
4473,CI5303,CH01,20.0,QT
4474,CO3333,T01,-5.0,.
4475,CH2045,CC02,60.0,QT
4476,CI5323,IM01,60.0,.
4477,CI5129,CH01,10.0,
4478,CH3379,L03,24.0,J
4479,CI3249,CC01,60.0,.
4480,CO3053,CC01,10.0,
4481,CO3054,CC01,10.0,
4482,CO203E,TNMT,10.0,
4483,CO300C,TNMT,10.0,
4484,ME3131,T01,-5.0,.
4485,ME3123,T01,-5.0,.
4486,PE1047,CC08,150.0,
4487,PE1047,CC09,150.0,
4488,GE3213,L01,10.0,
4489,AS201B,TNUD,,
4490,AS301C,TNUD,,
4491,AS306A,TNUD,,
4492,AS314E,TNUD,,
4493,AS315E,TNUD,,
4494,CH200B,TNHC,,
4495,CH202A,TNHC,,
4496,CH204C,TNHC,,
4497,CH205A,TNHC,,
4498,CH301D,TNHC,,
4499,CH305B,TNHC,,
4500,CH334D,TNHC,,
4501,CI200D,TNXD,,
4502,CI203D,TNXD,,
4503,CI209C,TNXD,,
4504,CI214C,TNXD,,
4505,CI304B,TNXD,,
4506,CI418E,TNXD,,
4507,CO309B,TNMT,,
4508,CO309D,TNMT,,
4509,EE203F,TNDD,,
4510,ME101C,TNCK,,
4511,ME200B,TNCK,,
4512,ME200D,TNCK,,
4513,ME200E,TNCK,,
4514,ME201B,TNCK,,
4515,ME207A,TNCK,,
4516,ME208E,TNCK,,
4517,ME213E,TNCK,,
4518,ME214D,TNCK,,
4519,ME214E,TNCK,,
4520,ME300A,TNCK,,
4521,ME300B,TNCK,,
4522,ME300C,TNCK,,
4523,ME300D,TNCK,,
4524,ME300E,TNCK,,
4525,ME301A,TNCK,,
4526,ME301B,TNCK,,
4527,ME301C,TNCK,,
4528,ME316A,TNCK,,
4529,ME328A,TNCK,,
4530,ME403A,TNCK,,
4531,ME413B,TNCK,,
4532,CH5667,CH01,20.0,QT
4533,GE1021,L01,10.0,
4534,EE5169,CH01,100.0,
4535,CI5782,CH01,20.0,VX
4536,CH3355,L04,-5.0,.
4537,GE1022,L01,10.0,
4538,MA6017,CH02,,
4539,MA7119,NS02,,
4540,EE5239,CH01,10.0,
4541,CI5195,CH01,10.0,QT
4542,AS201A,TNUD,,
4543,IM2029,CC02,900.0,NT
4544,IM2029,CC03,900.0,NT
4545,IM2029,L02,900.0,NT
4546,IM2029,L03,900.0,NT
4547,IM2029,L04,900.0,NT
4548,LA1039,DT01,40.0,QT
4549,LA1041,DT01,40.0,QT
4550,LA1043,DT02,40.0,QT
4551,CO3345,T01,-5.0,.
4552,GE1013,DT01,120.0,GD
4553,GE1014,DT01,120.0,
4554,PH1003,DT01,60.0,QT
4555,CH2043,DT01,30.0,
4556,SP1037,DT01,80.0,QT
4557,CO5117,CH02,60.0,QT
4558,IU1005,DT01,60.0,QT
4559,IU1006,DT01,60.0,QT
4560,IU2003,DT01,30.0,
4561,IU2004,DT01,30.0,
4562,ME2013,DT01,30.0,QT
4563,ME2014,DT01,30.0,CY
4564,CH4053,A05,,
4565,CH4053,CC02,,
4566,CH4053,CC04,,
4567,CH4053,CC05,,
4568,CH4053,L03,,
4569,CH4053,L04,,
4570,CH4053,L05,,
4571,CH4053,T04,,
4572,CH4053,T05,,
4573,CH4357,A02,,
4574,CH4357,A03,,
4575,CH4357,A05,,
4576,CH4357,CC02,,
4577,CH4357,CC03,,
4578,CH4357,CC04,,
4579,CH4357,CC05,,
4580,CH4357,L02,,
4581,CH4357,L03,,
4582,CH4357,L04,,
4583,CH4357,L05,,
4584,CH4357,T03,,
4585,CH4357,T05,,
4586,EE1009,DT01,30.0,QT
4587,EE1010,DT01,30.0,D1
4588,EE2039,DT01,30.0,QT
4589,EE2040,DT01,30.0,D1
4590,EE2009,DT01,40.0,QT
4591,EE2010,DT01,40.0,I
4592,EE3065,DT01,60.0,QT
4593,TR4047,CC01,40.0,QT
4594,EE2405,CC01,10.0,
4595,EE2406,CC01,10.0,
4596,EE4407,CC01,10.0,
4597,EE4408,CC01,10.0,
4598,AS7137,NS02,,
4599,AS7137,NS03,,
4600,AS7137,NS04,,
4601,AS7137,NS05,,
4602,AS7173,NS02,,
4603,CH7589,NS02,,
4604,CH7589,NS03,,
4605,CH7589,NS04,,
4606,CH7589,NS05,,
4607,CH7589,NS06,,
4608,CH7625,NS02,,
4609,CH7625,NS03,,
4610,CI7561,NS02,,
4611,CI7561,NS03,,
4612,CI7561,NS05,,
4613,CI7579,NS02,,
4614,CI7579,NS03,,
4615,CI7597,NS02,,
4616,CI7661,NS02,,
4617,CO7271,NS02,,
4618,CO7271,NS03,,
4619,CO7271,NS04,,
4620,CO7273,NS02,,
4621,CO7273,NS03,,
4622,CO7273,NS04,,
4623,CO7273,NS05,,
4624,EE7127,NS02,,
4625,EN7243,NS02,,
4626,EN7243,NS03,,
4627,IM7935,NS02,,
4628,IM7937,NS02,,
4629,MA7117,NS02,,
4630,MA7117,NS03,,
4631,ME7305,NS02,,
4632,ME7305,NS03,,
4633,ME7305,NS04,,
4634,TR7339,NS01,,
4635,TR7341,NS01,,
4636,TR7341,NS02,,
4637,TR7341,NS03,,
4638,TR7341,NS04,,
4639,TR7341,NS05,,
4640,TR7341,NS06,,
4641,TR7341,NS07,,
4642,AS7155,NS02,,
4643,AS7171,NS02,,
4644,CH7571,NS02,,
4645,CH7587,NS02,,
4646,CH3133,CC01,10.0,
4647,AS3335,L30,900.0,
4648,AS3345,L30,900.0,
4649,CI3415,L30,900.0,
4650,CI3425,L30,900.0,
4651,CI3435,L30,900.0,
4652,CI3445,L30,900.0,
4653,CI3455,L30,900.0,
4654,CI3465,L30,900.0,
4655,CI3475,L30,900.0,
4656,CI3485,L30,900.0,
4657,CI3495,L30,900.0,
4658,CO3315,L30,900.0,
4659,CO3335,L30,900.0,
4660,CO3345,L30,900.0,
4661,EE3209,L30,900.0,
4662,EE3313,L30,900.0,
4663,EE3333,L30,900.0,
4664,EE3335,L30,900.0,
4665,EE3345,L30,900.0,
4666,EE3355,L30,900.0,
4667,EE3365,L30,900.0,
4668,EN3335,L30,900.0,
4669,EN3345,L30,900.0,
4670,GE3335,L30,900.0,
4671,GE3345,L30,900.0,
4672,IM3325,L30,900.0,
4673,IU3325,L30,900.0,
4674,MA3325,L30,900.0,
4675,ME3123,L30,900.0,
4676,ME3125,L30,900.0,
4677,ME3127,L30,900.0,
4678,ME3129,L30,900.0,
4679,ME3131,L30,900.0,
4680,ME3133,L30,900.0,
4681,ME3135,L30,900.0,
4682,TR3345,L30,900.0,
4683,TR3355,L30,900.0,
4684,TR3365,L30,900.0,
4685,TR3375,L30,900.0,
4686,AS3345,CC30,900.0,
4687,CI3415,CC30,900.0,
4688,CI3445,CC30,900.0,
4689,CI3485,CC30,900.0,
4690,CO3335,CC30,900.0,
4691,CO3345,CC30,900.0,
4692,CO3355,CC30,900.0,
4693,EE3375,CC30,900.0,
4694,EN3345,CC30,900.0,
4695,GE3345,CC30,900.0,
4696,IM3325,CC30,900.0,
4697,MA3325,CC30,900.0,
4698,ME3123,CC30,900.0,
4699,ME3129,CC30,900.0,
4700,ME3135,CC30,900.0,
4701,TR3345,CC30,900.0,
4702,TR3365,CC30,900.0,
4703,AS3335,A30,900.0,
4704,CI3385,A30,900.0,
4705,CI3395,A30,900.0,
4706,CI3415,A30,900.0,
4707,CO3335,A30,900.0,
4708,CO3345,A30,900.0,
4709,EE3335,A30,900.0,
4710,EE3345,A30,900.0,
4711,EE3355,A30,900.0,
4712,EE3365,A30,900.0,
4713,EE3385,A30,900.0,
4714,EE3395,A30,900.0,
