MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,605167,TT QUA TRINH & THIET BI ,TT QUA TRINH & THIET BI ,60,3,3,45,45,Lab,0,0,45,0,0,0,0,HC,
,605168,DAMH QUA TRINH& THIET BI,DAMH QUA TRINH& THIET BI,60,2,2,90,0,,0,0,0,0,90,0,0,HC,
,605301,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,605302,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,3,3,135,0,,0,0,0,0,0,0,0,HC,
,605303,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,60,10,10,450,0,,0,0,0,0,0,450,0,HC,
,605901,LY THUYET TRUYEN VAN    ,LY THUYET TRUYEN VAN    ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605902,KY THUAT LANH THUC PHAM ,KY THUAT LANH THUC PHAM ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605903,CHUNG CAT DA CAU TU     ,CHUNG CAT DA CAU TU     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605904,"MAY LANH, TRAM LANH     ","MAY LANH, TRAM LANH     ",60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605905,CO HOC C/LONG PHI NEWTON,CO HOC C/LONG PHI NEWTON,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605906,MO HINH HOA QUA TRINH   ,MO HINH HOA QUA TRINH   ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605907,KY THUAT PHAN UNG DI THE,KY THUAT PHAN UNG DI THE,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605908,TIN HOC TRONG HOA HOC   ,TIN HOC TRONG HOA HOC   ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,605909,KY THUAT CHAN KHONG     ,KY THUAT CHAN KHONG     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,605910,DUNG CU DO              ,DUNG CU DO              ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606001,HOA HOC XANH            ,Green Chemistry                                                                                                                   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606002,HOA DI VONG TH HOA DUOC ,The Chemistry of Heterocycles                                                                                                     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606003,THI NGHIEM HOA HUU CO B ,Organic Chemistry Lab B                                                                                                           ,60,1,1,30,30,Lab,0,0,30,0,0,0,0,HC,
,606004,CO SO TONG HOP HOA DUOC ,Principle of Drug Synthesis                                                                                                       ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606005,CONG NGHE HOA MY PHAM   ,Technology of Cosmetics                                                                                                           ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606006,C/NGHE CHAT MAU TU NHIEN,Chemistry of Natural Colorants                                                                                                    ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606007,HH CAC SP KHANG OXY HOA ,Chemistry of Natural Antioxidants                                                                                                 ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606008,CAC PP PHAN LAP&TINH CHE,Isolation and Purification Methods of Organic Components                                                                          ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606009,DAMH CHUYEN NGANH       ,Project in Organic Chemical Engineering                                                                                           ,60,2,2,90,0,,0,0,0,0,90,0,0,HC,
,606010,HOA HUU CO A            ,Organic Chemistry A                                                                                                               ,60,3,3,60,45,Lec,45,15,0,0,0,0,0,HC,
,606011,THI NGHIEM HOA HUU CO A ,Organic Chemistry lab A                                                                                                           ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,606012,HOA HUU CO B            ,Organic Chemistry B                                                                                                               ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606013,HOA DAU                 ,HOA DAU                 ,60,1,1,15,15,Lec,15,0,0,0,0,0,0,HC,
,606014,HOA HOC - HOA LY POLYME ,HOA HOC - HOA LY POLYME ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606015,KT CHE BIEN CAO SU      ,KT CHE BIEN CAO SU      ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606016,TN H/HOC-H.LY POLYME CSU,TN H/HOC-H.LY POLYME CSU,60,4,4,120,120,Lab,0,0,120,0,0,0,0,HC,
,606017,CO SO KTCB POLYME CAO SU,CO SO KTCB POLYME CAO SU,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606018,KT GIA CONG POLYME & CSU,KT GIA CONG POLYME & CSU,60,6,6,90,90,Lec,90,0,0,0,0,0,0,HC,
,606019,KTSX SAN PHAM POLYME&CSU,KTSX SAN PHAM POLYME&CSU,60,6,6,90,75,Lec,75,15,0,0,0,0,0,HC,
,606020,VC & CAT CHUA DAU       ,VC & CAT CHUA DAU       ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606021,TN CONG NGHE CAO SU     ,TN CONG NGHE CAO SU     ,60,4,4,120,120,Lab,0,0,120,0,0,0,0,HC,
,606022,CN GIA CONG CHAT DEO    ,CN GIA CONG CHAT DEO    ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606023,TONG HOP HUU CO         ,TONG HOP HUU CO         ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606024,HOA NHUOM IN BONG       ,HOA NHUOM IN BONG       ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606025,CONG NGHE HOA HUONG LIEU,Fragrance Science and Technology                                                                                                  ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606026,HOA MY PHAM             ,HOA MY PHAM             ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606027,C/NGHE CAC CHAT TAY RUA ,Technology of Detergent and Homecare Products                                                                                     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606028,CAC PP PH/TICH HIEN DAI ,CAC PP PH/TICH HIEN DAI ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606029,HH & PPTH H/CO HIEN DAI ,HH & PPTH H/CO HIEN DAI ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606030,KY THUAT LOC HOA DAU    ,KY THUAT LOC HOA DAU    ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606031,KHAI THAC DAU THO       ,KHAI THAC DAU THO       ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606032,DIEU KHIEN QUA TRINH    ,DIEU KHIEN QUA TRINH    ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606033,CAC MON HOC BO SUNG     ,CAC MON HOC BO SUNG     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606035,CN CHAT TAO MANG        ,CN CHAT TAO MANG        ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606036,THI NGHIEM CHUYEN DE    ,THI NGHIEM CHUYEN DE    ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606037,CN SP CAO SU KT         ,CN SP CAO SU KT         ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606038,CONG NGHE SAM - LOP     ,CONG NGHE SAM - LOP     ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606039,CN CELLULOSE - GIAY     ,CN CELLULOSE - GIAY     ,60,1,1,30,15,Lec,15,15,0,0,0,0,0,HC,
,606040,TONG HOP HUU CO         ,TONG HOP HUU CO         ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606041,CONG NGHE LOC HOA DAU   ,CONG NGHE LOC HOA DAU   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606042,H/HOC& KT CHAT HD BE MAT,Surfactant Chemistry and Engineering                                                                                              ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606043,HH & CHAT KT T/TRUONG TV,HH & CHAT KT T/TRUONG TV,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606044,KY THUAT NHUOM - IN     ,Textile Dying and Printing Technology                                                                                             ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606045,HOA HUONG LIEU & MY PHAM,HOA HUONG LIEU & MY PHAM,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606046,KT SX CELLULOSE & GIAY  ,Technology of Pulp and Paper                                                                                                      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606047,HOA HUU CO (CD)         ,HOA HUU CO (CD)         ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606048,TN HOA HUU CO (CD)      ,TN HOA HUU CO (CD)      ,60,3,3,45,45,Lab,0,0,45,0,0,0,0,HC,
,606051,HOA HUU CO              ,HOA HUU CO              ,60,5,5,40,40,Lec,40,0,0,0,0,0,0,HC,
,606052,THI NGHIEM HOA HUU CO   ,THI NGHIEM HOA HUU CO   ,60,2,2,40,40,Lab,0,0,40,0,0,0,0,HC,
,606053,TONG HOP HUU CO HOA DAU ,TONG HOP HUU CO HOA DAU ,60,4,4,30,30,Lec,30,0,0,0,0,0,0,HC,
,606054,KY THUAT CHAT MAU       ,KY THUAT CHAT MAU       ,60,3,3,25,25,Lec,25,0,0,0,0,0,0,HC,
,606055,KY THUAT AN TOAN        ,KY THUAT AN TOAN        ,60,3,3,25,25,Lec,25,0,0,0,0,0,0,HC,
,606056,TN G/CONG C/SU & POLYME ,TN G/CONG C/SU & POLYME ,60,4,4,60,60,Lab,0,0,60,0,0,0,0,HC,
,606057,KT CHE BIEN CAO SU      ,KT CHE BIEN CAO SU      ,60,5,5,40,40,Lec,40,0,0,0,0,0,0,HC,
,606058,K/THUAT GIA CONG POLYME ,K/THUAT GIA CONG POLYME ,60,5,5,40,40,Lec,40,0,0,0,0,0,0,HC,
,606059,HOA HUU CO              ,HOA HUU CO              ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606060,HOA HUU CO              ,HOA HUU CO              ,60,5,5,60,60,Lec,60,0,0,0,0,0,0,HC,
,606061,KY THUAT NHUOM IN       ,KY THUAT NHUOM IN       ,60,3,3,30,30,Lec,30,0,0,0,0,0,0,HC,
,606062,TONG HOP HUU CO &HOA DAU,TONG HOP HUU CO &HOA DAU,60,4,4,45,45,Lec,45,0,0,0,0,0,0,HC,
,606101,TN CHUYEN NGANH HUU CO  ,TN CHUYEN NGANH HUU CO  ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,606102,HOA HOC GO & CELLULOSE  ,HOA HOC GO & CELLULOSE  ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606103,CONG NGHE SXUAT BOT GIAY,CONG NGHE SXUAT BOT GIAY,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606104,CONG NGHE XU LY BOT NAU ,CONG NGHE XU LY BOT NAU ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606105,CNGHE XU LY BOT XEO GIAY,CNGHE XU LY BOT XEO GIAY,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606106,CNGHE XEO GIAY & SX GIAY,CNGHE XEO GIAY & SX GIAY,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606107,TN CHUYEN DE GIAY       ,TN CHUYEN DE GIAY       ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,606108,CONG NGHE IN            ,CONG NGHE IN            ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606109,HOA CN THUOC DA&LONG THU,HOA CN THUOC DA&LONG THU,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606110,TIEU LUAN CHUYEN NGANHHC,TIEU LUAN CHUYEN NGANHHC,60,2,2,30,30,Prsn,0,30,0,0,0,0,0,HC,
,606111,TIEU LUAN CNGANH GIAY   ,TIEU LUAN CNGANH GIAY   ,60,2,2,30,30,Prsn,0,30,0,0,0,0,0,HC,
,606112,CAC PPXD CTRUC HOPCHATHC,Structure Identification of Organic Compounds                                                                                     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606113,CONG NGHE THUOC DA      ,Tanning Technology                                                                                                                ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606114,HH C/THUOC& C/N N/L DUOC,Medicinal Plants and Source of Pharmaceutical raw materials                                                                       ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606115,CO SO TONG HOP THUOC    ,Principles of Drug Synthesis                                                                                                      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,606116,CO SO KY THUAT HOA DUOC ,Principles of Pharmaceutical Engineering                                                                                          ,60,3,3,60,45,Lec,45,15,0,0,0,0,0,HC,
,606117,TN C/NGANH CN HOA DUOC  ,Medicinal Research Laboratory                                                                                                     ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,606118,TN KY THUAT HOA DUOC    ,Pharmaceutical Engineering lab                                                                                                    ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,606151,THI NGHIEM HOA HUU CO   ,THI NGHIEM HOA HUU CO   ,60,3,3,45,45,Lab,0,0,45,0,0,0,0,HC,
,606301,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,606302,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,3,3,135,0,,0,0,0,0,0,0,0,HC,
,606303,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,60,10,10,450,0,,0,0,0,0,0,450,0,HC,
,606701,HOA HUU CO              ,Organic Chemistry                                                                                                                 ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606901,KY THUAT VA IN BONG     ,KY THUAT VA IN BONG     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606902,CONG NGHE LOC DAU       ,CONG NGHE LOC DAU       ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606903,HOA HOC - HOA LY POLYME ,HOA HOC - HOA LY POLYME ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606904,KY THUAT XUC TAC        ,KY THUAT XUC TAC        ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606905,KT SX XENLULO & GIAY    ,KT SX XENLULO & GIAY    ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606906,KY THUAT NHUOM IN BONG  ,KY THUAT NHUOM IN BONG  ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606907,KTHUAT TONG HOP CHAT MAU,KTHUAT TONG HOP CHAT MAU,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606908,HUONG LIEU MY PHAM      ,HUONG LIEU MY PHAM      ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606909,TN CD KT CAO SU         ,TN CD KT CAO SU         ,60,0,4,60,60,Lab,0,0,60,0,0,0,0,HC,
,606910,HOA HOC CAO SU          ,HOA HOC CAO SU          ,60,0,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606911,HOA LY CAO SU           ,HOA LY CAO SU           ,60,0,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,606912,CO SO KTGC P/CAO SU     ,CO SO KTGC P/CAO SU     ,60,0,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606913,TN CONG NGHE CAO SU     ,TN CONG NGHE CAO SU     ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606914,H/HOC- HOA LY POLYME CS ,H/HOC- HOA LY POLYME CS ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,606915,KY THUAT CHE BIEN CAO SU,KY THUAT CHE BIEN CAO SU,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,607001,SINH HOC DAI CUONG 1    ,Biology 1                                                                                                                         ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607002,SINH HOC DAI CUONG 2    ,SINH HOC DAI CUONG 2    ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607003,TN SINH HOC DAI CUONG   ,TN SINH HOC DAI CUONG   ,60,1,1,30,30,Lab,0,0,30,0,0,0,0,HC,
,607004,TAI NGUYEN SINH HOC     ,TAI NGUYEN SINH HOC     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607005,SINHHOC PT& DITRUYEN HOC,Molecular Biology and Genetis                                                                                                     ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607006,QUA TRINH &TBI SINH HOC1,QUA TRINH &TBI SINH HOC1,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607007,QUA TRINH &TBI SINH HOC2,QUA TRINH &TBI SINH HOC2,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607008,QUA TRINH &TBI SINH HOC3,QUA TRINH &TBI SINH HOC3,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607009,KTHUAT PHAN UNG SINH HOC,KTHUAT PHAN UNG SINH HOC,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607010,VI SINH                 ,Microbiology                                                                                                                      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607011,HOA SINH HOC            ,Biochemistry                                                                                                                      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607012,TN VI SINH VAT (CNSH)   ,TN VI SINH VAT (CNSH)   ,60,1,1,30,30,Lab,0,0,30,0,0,0,0,HC,
,607013,TN VI SINH              ,Microbiology Laboratory                                                                                                           ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607014,CONG NGHE TE BAO        ,Cell Technology                                                                                                                   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607015,CONG NGHE PROTEIN-ENZYME,Protein- Enzyme Technology                                                                                                        ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607016,CONG NGHE LEN MEN       ,Fermentation Technology                                                                                                           ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607017,TN CNGHE PROTEIN-ENZYME ,TN CNGHE PROTEIN-ENZYME ,60,1,1,30,30,Lab,0,0,30,0,0,0,0,HC,
,607018,TN CONG NGHE LEN MEN    ,TN CONG NGHE LEN MEN    ,60,1,1,30,30,Lab,0,0,30,0,0,0,0,HC,
,607019,CONG NGHE GEN           ,Gene Technology                                                                                                                   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607020,THI NGHIEM C/NGHE TE BAO,Cell Technology Laboratory                                                                                                        ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607021,CN LEN MEN TRUYEN THONG ,Traditional Fermentation Technology                                                                                               ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607022,QT VA TB SINH HOC 1     ,QT VA TB SINH HOC 1     ,60,3,3,60,45,Lec,45,15,0,0,0,0,0,HC,
,607023,UNG DUNG ENZYME TRG CNTP,Enzymatic Application in Food Technology                                                                                          ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607024,QL &XL CTHAI RAN BG CNSH,QL &XL CTHAI RAN BG CNSH,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607025,QL &XL NUOC THAI BG CNSH,QL &XL NUOC THAI BG CNSH,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607026,TN CN LEN MEN           ,Fermentation Technology Laboratory                                                                                                ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607027,HOA HOC MOI TRUONG      ,HOA HOC MOI TRUONG      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607028,DOC TO HOC MOI TRUONG   ,DOC TO HOC MOI TRUONG   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607029,TN CN PROTEIN ENZYME    ,Protein Enzyme Technology Laboratory                                                                                              ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607030,TK TRAM XL NTHAI BG CNSH,TK TRAM XL NTHAI BG CNSH,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607031,CONG NGHE SINH HOC TP   ,CONG NGHE SINH HOC TP   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607032,DAMH CHUYEN NGANH       ,Projects in Biotechnology                                                                                                         ,60,2,2,90,0,,0,0,0,0,90,0,0,HC,
,607033,AN TOAN TRONG CN SINHHOC,Biosafety in Biotechnology                                                                                                        ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607034,CN S/XUAT PROTEIN DONBAO,Mono-Celled Protein Production Process                                                                                            ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607035,CN SX PROTEIN TAI TO HOP,Recombinant Protein Production Process                                                                                            ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607036,SINH HOC DAI CUONG      ,Biology                                                                                                                           ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607037,THI NGHIEM HOA SINH     ,Biochemistry Laboratory                                                                                                           ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607038,SINH HOC TE BAO         ,Cell Biology                                                                                                                      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607039,TN SINH HOC DAI CUONG   ,Biology Laboratory                                                                                                                ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607040,CONG NGHE SX KHANG SINH ,Antibiotics Technology                                                                                                            ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607041,CONG NGHE S/XUAT VACCINE,Vaccine Technology                                                                                                                ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607042,"CNSX CHAT MAU,VITAMIN,ST","Vitamins, Color and Plant Growth Regulators Technology                                                                            ",60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607043,CAC HC TN CO H/TINH SHOC,Bioactivated Secondary Products                                                                                                   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607044,AN TOAN TRG C/NGHE S/HOC,AN TOAN TRG C/NGHE S/HOC,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607045,CONG NGHE VI SINH       ,Microorganism Technology                                                                                                          ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607046,TN C/NGANH CN S/HOC DUOC,Biopharmaceutical Engineering Laboratory                                                                                          ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607050,TT CONG NGHE GEN        ,Gene Technology Laboratory                                                                                                        ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,607101,SINH HOC DAI CUONG      ,Biology                                                                                                                           ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607104,SINH HOA DUOC HOC       ,Medicinal and Biological Chemistry                                                                                                ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607105,S/LY & M/DICH HOC NGUOI ,Human Physiology and Immunology                                                                                                   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,607301,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,607302,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,3,3,135,0,,0,0,0,0,0,0,0,HC,
,607303,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,60,10,10,450,0,,0,0,0,0,0,450,0,HC,
,608001,SILICAT DAI CUONG 1+2   ,SILICAT DAI CUONG 1+2   ,60,4,4,60,60,Lec,60,0,0,0,0,0,0,HC,
,608002,VAT LIEU CHIU LUA       ,VAT LIEU CHIU LUA       ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608003,GOM SU                  ,GOM SU                  ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608004,THUY TINH               ,THUY TINH               ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608005,CHAT KET DINH VO CO     ,CHAT KET DINH VO CO     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608006,T/BI NHIET CHO CN VLXD  ,T/BI NHIET CHO CN VLXD  ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,608007,DAMH THIET BI NHIET VLXD,DAMH THIET BI NHIET VLXD,60,3,3,135,0,,0,0,0,0,135,0,0,HC,
,608008,THIET BI SILICAT        ,THIET BI SILICAT        ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608009,VAT LIEU SILICAT        ,VAT LIEU SILICAT        ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608010,TN SILICAT DAI CUONG    ,TN SILICAT DAI CUONG    ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,608011,CN SX CAC CHAT VO CO    ,Basic Chemical Technology                                                                                                         ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608012,THUY TINH               ,THUY TINH               ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608013,KY THUAT GOM SU         ,KY THUAT GOM SU         ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608014,XI MANG                 ,XI MANG                 ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608015,VAT LIEU CHIU LUA       ,VAT LIEU CHIU LUA       ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608016,SILICAT DAI CUONG       ,SILICAT DAI CUONG       ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608017,KT SX CAC CHAT VO CO (CD,KT SX CAC CHAT VO CO (CD,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,608018,C/NGHE XU LY KHOANG SAN ,Ore Processing Technology                                                                                                         ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,608049,NGOAI NGU CHUYEN NGANH  ,NGOAI NGU CHUYEN NGANH  ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,608050,KY THUAT SILICAT DC     ,KY THUAT SILICAT DC     ,60,4,4,30,30,Lec,30,0,0,0,0,0,0,HC,
,608051,NGUYEN LY LO            ,NGUYEN LY LO            ,60,4,4,30,30,Lec,30,0,0,0,0,0,0,HC,
,608302,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,60,3,3,135,0,,0,0,0,0,0,0,0,HC,
,608303,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,60,10,10,450,0,,0,0,0,0,0,450,0,HC,
,608901,NGUYEN LY LO            ,NGUYEN LY LO            ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608902,SILICAT DAI CUONG 1     ,SILICAT DAI CUONG 1     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608903,SILICAT DAI CUONG 2     ,SILICAT DAI CUONG 2     ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,608904,XI MANG                 ,XI MANG                 ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,609001,KY THUAT HOA DAI CUONG  ,KY THUAT HOA DAI CUONG  ,60,4,4,60,60,Lec,60,0,0,0,0,0,0,HC,
,609002,K/THUAT GIA CONG POLYME ,K/THUAT GIA CONG POLYME ,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,609003,KT HOA HOC DAI CUONG    ,KT HOA HOC DAI CUONG    ,60,4,4,60,60,Lec,60,0,0,0,0,0,0,HC,
,609004,HOA POLYME CHO CN VLXD  ,HOA POLYME CHO CN VLXD  ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
