MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,EN4313,LUAN VAN TOT NGHIEP (QLM,Thesis                                                                                                                            ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN4315,DE CUONG LUAN VAN TN    ,Thesis Proposal                                                                                                                   ,EN,0,2,45,0,,0,0,0,0,0,45,0,MO,
,EN4317,LUAN VAN TOT NGHIEP (QLM,Thesis                                                                                                                            ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN4321,DE CUONG LUAN VAN TN    ,Thesis Proposal                                                                                                                   ,EN,0,2,45,0,,0,0,0,0,0,45,0,MO,
,EN4323,LUAN VAN TOT NGHIEP (KMT,Thesis                                                                                                                            ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN4325,DE CUONG LUAN VAN TN    ,Thesis Proposal                                                                                                                   ,EN,0,2,45,0,,0,0,0,0,0,45,0,MO,
,EN4327,LUAN VAN TOT NGHIEP (KMT,Thesis                                                                                                                            ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN4337,DO AN TOT NGHIEP (QLM)  ,Capstone Project                                                                                                                  ,EN,4,4,200,0,,0,0,0,0,0,180,0,MO,lvtn4
,EN4347,DO AN TOT NGHIEP (KMT)  ,Capstone Project                                                                                                                  ,EN,4,4,200,0,,0,0,0,0,0,180,0,MO,lvtn4
,EN5003,D/G T/DONG & RUI RO M/T ,Environmental Impact Assessment and Environmental Risk                                                                            ,EN,3,3,135,0,,0,0,0,0,135,0,0,MO,
,EN5005,KINH TE TAI NGUYEN MOI T,Natural Resources & Environmental Economy (Advance)                                                                               ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5007,HE THONG HO TRO RA QUYET,Decision Making Support System in Natural Resources and Environmental Manage                                                      ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5009,QUAN LY MOI TRUONG VUNG ,Coastal Zone Management                                                                                                           ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5011,NANG LUONG VA MOI TRUONG,Energy and Environment                                                                                                            ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5013,QUY HOACH MOI TRUONG    ,Environmental Planning                                                                                                            ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5015,PHAN TICH HE THONG MOI T,Environmental System Analysis (Advance)                                                                                           ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5017,CHINH SACH VA NGUYEN TAC,Land Use Principles And Policies                                                                                                  ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5019,DIEU TRA XA HOI HOC PHUC,Social Science Survey for Environmental Management                                                                                ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5021,DANH GIA RUI RO MOI TRUO,Risk Assessment in Environment and Natural Resources                                                                              ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,,
,EN5023,NGUYEN LY CAC QUA TRINH ,Fundamentals and Principles of Advanced Treatment Processes in Environmental                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5025,KY THUAT TIEN TIEN TRONG,Innovative and Emerging Technologies for Water and Wastewater Treatment                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5027,KY THUAT TIEN TIEN TRONG,Principles and Applications of Advanced Technologies in Solid Waste Treatmen                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5029,KY THUAT TIEN TIEN TRONG,Fundamentals and Applications of Advanced Technologies in Air Pollution Cont                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5031,KY THUAT HIEN DAI TRONG ,Modern Process Control Systems in Environmental Engineering                                                                       ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5033,MO PHONG CAC QUA TRINH X,"Modeling, Instrumentation, Automation, and Optimization of Pollution Control                                                      ",EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5035,NGUYEN LY VA UNG DUNG CU,Principles and Application of Renew Energy                                                                                        ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5037,CONG NGHE MANG TRONG KY ,Membrane Technologies in Environmental Engineering                                                                                ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5039,CONG NGHE TAI SU DUNG NU,Reclaimed Water Technologies                                                                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5041,GIS VA VIEN THAM NANG CA,GIS and Remote Sensing (Advance)                                                                                                  ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5043,TAI BIEN MOI TRUONG     ,Environmental Hazard                                                                                                              ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5045,PHAN TICH CHINH SACH    ,Policy Analysis                                                                                                                   ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5047,SEMINAR CHUYEN DE       ,Seminar                                                                                                                           ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5049,GIS VA VIEN THAM (NANG C,GIS and Remote Sensing (Advance)                                                                                                  ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5051,GIA TANG GIA TRI MOI TU ,Valorization of Green Wastes to Produce Added Value Materials                                                                     ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN5053,THU HOI NANG LUONG TU CH,Energy from Waste                                                                                                                 ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN5055,GIA TANG GIA TRI MOI TU ,VALORIZATION OF GREEN WASTES TO PRODUCE ADDED VALUE MATERIALS                                                                     ,EN,3,3,72,24,Lec,24,18,12,18,0,0,0,MO,
,EN5057,THU HOI NANG LUONG TU CH,ENERGY FROM WASTE                                                                                                                 ,EN,3,3,72,24,Lec,24,18,12,18,0,0,0,MO,
,EN5059,QUAN LY CHAT LUONG NUOC ,Management of Water Quality                                                                                                       ,EN,3,3,63,30,Lec,30,24,0,9,0,0,0,MO,
,EN5061,SAN XUAT VA TIEU THU BEN,Sustainable Production & Consumption                                                                                              ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5063,QUAN LY TONG HOP TAI NGU,Integrated management of natural resources                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5065,QUAN LY DU AN MOI TRUONG,Environmental Project Management                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5067,MO HINH HOA MOI TRUONG (,Environmental Modelling (advance)                                                                                                 ,EN,3,3,60,30,Lec,30,15,15,0,0,0,0,MO,
,EN5069,SINH KHI HAU VA MOI TRUO,"Bioclimatology and Environment, Health                                                                                            ",EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5071,TAI NGUYEN KHI HAU VA KH,Climate Resources and Efficiency Exploitation                                                                                     ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5073,QUY HOACH SU DUNG DAT   ,Land Use Planning                                                                                                                 ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5075,UNG DUNG THONG KE TRONG ,Application of Statistics in Natural Resources and Environmental Management                                                       ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5077,DOC HOC MOI TRUONG (NANG,Environmental Toxicology (Advance)                                                                                                ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5079,VIEN THAM TRONG QUAN LY ,Remote Sensing in Natural Disaster & Risk Management                                                                              ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5081,QUY HOACH TAI NGUYEN NUO,Water Resources Planning                                                                                                          ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5083,CAC NGUYEN LY TRONG QUAN,Principles in Natural Resources & Environmental Management                                                                        ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5085,BIEN DOI KHI HAU VA CAC ,Climate Change and Adaptation Measures                                                                                            ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN5087,UNG DUNG CONG NGHE SINH ,Application of Biotechnology in Environmental Engineering                                                                         ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5089,UNG DUNG CONG NGHE VAT L,Application of Material Technology in Environmental Engineering                                                                   ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5091,NGUYEN LY VA UNG DUNG CU,Principles and Application of Renew Energy                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5093,CONG NGHE MANG TRONG KY ,Membrane technologies in environmental engineering                                                                                ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5095,CONG NGHE TAI SU DUNG NU,Reclaimed water technologies                                                                                                      ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5097,KY THUAT XU LY BUN THAI ,Sludge Remediation                                                                                                                ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5099,KY THUAT PHAN TICH MOI T,Advanced Analytical Methods in Environment                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5101,KY THUAT MOI TRUONG CHO ,Environmental Engineering for Coal-Fired Power Plants                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5103,KY THUAT MOI TRUONG CHO ,Environmental engineering for power generation waste incineration plants                                                          ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5105,XU LY NUOC THAI CHO MOT ,"Wastewater treatment for some typical industries in Vietnam: food, textile d                                                      ",EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5107,KIEM SOAT O NHIEM KHONG ,Controlling Air Pollution from Vehicles                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5109,TAI CHE CHAT THAI DIEN T,Recycling e-waste                                                                                                                 ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5111,PHAN TICH HE THONG MOI T,Environmental System Analysis (Advance)                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5113,HE THONG HO TRO RA QUYET,Decision Making Support System in Natural Resources and Environmental Manage                                                      ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5115,QUAN LY MOI TRUONG VUNG ,Coastal Zone Management                                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5117,NANG LUONG VA MOI TRUONG,Energy and Environment                                                                                                            ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5119,QUY HOACH MOI TRUONG    ,Environmental Planning                                                                                                            ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5121,DANH GIA VONG DOI SAN PH,Life Cycle Assessment                                                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5123,KY THUAT SINH THAI      ,Ecologigal Technology                                                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5125,QUAN LY MOI TRUONG TRONG,Environmental management in Agriculture                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5127,SINH THAI BIEN          ,Marine ecosystem                                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5129,KINH TE BIEN            ,Marine economy                                                                                                                    ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5131,DANH GIA RUI RO MOI TRUO,Risk Assessment in Environment and Natural Resources                                                                              ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5133,KINH TE TAI NGUYEN MOI T,Natural Resources & Environmental Economy (Advance)                                                                               ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5135,CHINH SACH QUAN LY CHAT ,Green Policies For Sustainability of Waste Management                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5137,KY THUAT MOI TRUONG CHO ,Environmental engineering for coal-fired power plants                                                                             ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5139,KY THUAT MOI TRUONG CHO ,Environmental engineering for power generation waste incineration plants                                                          ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5141,XU LY NUOC THAI CHO MOT ,"Wastewater treatment for some typical industries in Vietnam: food, textile d                                                      ",EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5143,KIEM SOAT O NHIEM KHONG ,Controlling Air Pollution from Vehicles                                                                                           ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5145,TAI CHE CHAT THAI DIEN T,Recycling e-waste                                                                                                                 ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5147,PHAN TICH CHINH SACH MOI,Environmental and Natural Resources Policy Analysis                                                                               ,EN,3,3,63,33,Lec,33,0,12,18,0,0,0,MO,
,EN5149,NGAN NGUA VA KIEM SOAT O,Industrial Pollution Prevention and Control                                                                                       ,EN,3,3,63,33,Lec,33,0,12,18,0,0,0,MO,
,EN5151,CHUYEN DE THUC TAP TOT N,Internship - Seminar                                                                                                              ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5153,THUC TAP TOT NGHIEP     ,Intership                                                                                                                         ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5155,MO HINH HOA MOI TRUONG (,Environmental Modelling (advance)                                                                                                 ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5157,QUAN LY CHAT LUONG NUOC ,Management of Water Quality                                                                                                       ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5159,CHINH SACH VA NGUYEN TAC,Land use principles and policies                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5161,DIEU TRA XA HOI HOC TRON,Social science survey for environmental management                                                                                ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5163,THUC TAP (SEMINAR)      ,Internship (Seminar)                                                                                                              ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5165,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5167,THUC TAP CHUYEN NGANH   ,Specialization Internship                                                                                                         ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5169,THUC TAP DOANH NGHIEP   ,Enterprise Internship                                                                                                             ,EN,3,3,135,0,,0,0,0,0,0,0,0,MO,
,EN5171,AN TOAN LAO DONG VA VE S,Industrial Safety and Environmental Hygiene                                                                                       ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5173,DOC HOC MOI TRUONG      ,Environmental Toxicology                                                                                                          ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5175,QUAN LY TAI NGUYEN MOI T,Marine resources and environmental management                                                                                     ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5177,DO THI THONG MINH       ,Smart City                                                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN5179,QUAN LY MOI TRUONG DO TH,Environmental Management in Urban and Industrial Area                                                                             ,EN,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,EN5181,DANH GIA TAC DONG VA RUI,Environmental Impact and Risk Assessment                                                                                          ,EN,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,EN5183,PHAN TICH GIS TRONG QUAN,GIS Analysis for Natural Resources and Environmental Management                                                                   ,EN,3,3,63,33,Lec,33,0,12,18,0,0,0,MO,
,EN5185,PHAN TICH HE THONG MOI T,Environmental System Analysis                                                                                                     ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN5187,NGUYEN LY CAC QUA TRINH ,Fundamentals and Principles of Advanced Treatment Processes in Environmental                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5189,KY THUAT TIEN TIEN TRONG,Innovative and Emerging Technologies for Water and Wastewater Treatment                                                           ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5191,KY THUAT TIEN TIEN TRONG,Principles and Applications of Advanced Technologies in Solid Waste Treatmen                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5193,KY THUAT TIEN TIEN TRONG,Fundamentals and Applications of Advanced Technologies in Air Pollution Cont                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5195,KY THUAT HIEN DAI TRONG ,Modern Process Control Systems in Environmental Engineering                                                                       ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5197,MO PHONG CAC QUA TRINH X,"Modeling, Instrumentation, Automation, and Optimization of Pollution Control                                                      ",EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN5199,NGAN NGUA VA KIEM SOAT O,Industrial Pollution Prevention and Control                                                                                       ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN5251,NL QT XL BAC CAO KTMT   ,Fundamentals and Principles of Advanced Treatment Processes Enviroment Engineering                                                ,EN,3,3,150,30,Lec,30,0,0,45,0,0,0,MO,3c
,EN5253,KTTT TRONG XL CT RAN    ,Principles and Applications of Advanced Technologies in Solid Waste Treatment                                                     ,EN,3,3,150,30,Lec,30,0,0,45,0,0,0,MO,3c
,EN5255,KTTT TRONG XL KHI THAI  ,Principles and Applications of Advanced Technologies in Air pollution Control                                                     ,EN,3,3,150,30,Lec,30,0,0,45,0,0,0,MO,3c
,EN5257,KY THUAT HIEN DAI MT    ,KY THUAT HIEN DAI MT    ,EN,3,3,150,30,Lec,30,0,0,45,0,0,0,MO,3c
,EN5341,PHAN TICH CHINH SACH MOI,Environmental and Natural Resources Policy Analysis                                                                               ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN6001,Đồ án tốt nghiệp        ,Đồ án tốt nghiệp        ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN6003,LUAN VAN THAC SI - UD   ,Thesis                                                                                                                            ,EN,12,12,0,0,,0,0,0,0,0,0,0,MO,
,EN6005,Luận văn thạc sỹ - NC   ,Luận văn thạc sỹ - NC   ,EN,15,15,675,0,,0,0,0,0,0,675,0,MO,
,EN6009,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,54,54,2430,0,,0,0,0,0,0,2430,0,MO,
,EN6011,Đồ án tốt nghiệp        ,Đồ án tốt nghiệp        ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN6013,LUAN VAN THAC SI - UD   ,Thesis                                                                                                                            ,EN,12,12,0,0,,0,0,0,0,0,0,0,MO,
,EN6015,Luận văn thạc sỹ - NC   ,Luận văn thạc sỹ - NC   ,EN,15,15,675,0,,0,0,0,0,0,675,0,MO,
,EN6019,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,54,54,2430,0,,0,0,0,0,0,2430,0,MO,
,EN601A,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,135,135,6075,0,,0,0,0,0,0,6075,0,MO,
,EN6021,Đồ án tốt nghiệp        ,Đồ án tốt nghiệp        ,EN,9,9,405,0,,0,0,0,0,0,405,0,MO,
,EN6023,LUAN VAN THAC SI - UD   ,Thesis                                                                                                                            ,EN,12,12,0,0,,0,0,0,0,0,0,0,MO,
,EN6025,Luận văn thạc sỹ - NC   ,Luận văn thạc sỹ - NC   ,EN,15,15,675,0,,0,0,0,0,0,675,0,MO,
,EN6029,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,54,54,2430,0,,0,0,0,0,0,2430,0,MO,
,EN602A,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,135,135,6075,0,,0,0,0,0,0,6075,0,MO,
,EN6031,DE AN TOT NGHIEP        ,DE AN TOT NGHIEP        ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6033,CHUYEN DE NGHIEN CUU TRU,CHUYEN DE NGHIEN CUU TRU,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6035,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6037,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6039,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN603A,Luận văn thạc sỹ - NCCS ,Luận văn thạc sỹ - NCCS ,EN,135,135,6075,0,,0,0,0,0,0,6075,0,MO,
,EN6041,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6043,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6045,DE AN TOT NGHIEP        ,DE AN TOT NGHIEP        ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6047,CHUYEN DE NGHIEN CUU TRU,CHUYEN DE NGHIEN CUU TRU,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6049,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6051,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6053,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6055,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6057,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6059,DE AN TOT NGHIEP        ,DE AN TOT NGHIEP        ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6061,CHUYEN DE NGHIEN CUU TRU,CHUYEN DE NGHIEN CUU TRU,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6063,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6065,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,9,9,0,0,,0,0,0,0,0,405,0,MO,
,EN6067,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6069,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN6071,LUAN VAN THAC SI NGHIEN ,LUAN VAN THAC SI NGHIEN ,EN,15,15,0,0,,0,0,0,0,0,675,0,MO,
,EN7001,TAI CHE CHAT THAI HUU CO,Organic waste recycling                                                                                                           ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7003,KY THUAT SINH THAI      ,Ecological engineering                                                                                                            ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7005,CONG NGHE XANH VA NANG L,Green technology and clean energy                                                                                                 ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7007,KY THUAT XU LY CHAT THAI,Wastes Thermal Treatment Engineering                                                                                              ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7009,KIEM SOAT O NHIEM NGUON ,Nonpoint Source Pollution Control                                                                                                 ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7011,CAC HE THONG XU LY DAT N,Wetland Treatment Systems                                                                                                         ,EN,2,2,45,30,Lec,30,0,0,15,0,0,0,MO,
,EN7013,NGUYEN LY CAC QUA TRINH ,Fundamentals and Principles of Advanced Treatment Processes in Environmental                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7015,KY THUAT TIEN TIEN TRONG,Principles and Applications of Advanced Technologies in Solid Waste Treatmen                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7017,KY THUAT TIEN TIEN TRONG,Fundamentals and Applications of Advanced Technologies in Air Pollution Cont                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7019,KY THUAT HIEN DAI TRONG ,Modern Process Control Systems in Environmental Engineering                                                                       ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7021,NGUYEN LY VA UNG DUNG CU,Principles and application of renew energy                                                                                        ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7023,NGUYEN LY CAC QUA TRINH ,Fundamentals and Principles of Advanced Treatment Processes in Environmental                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7025,KY THUAT TIEN TIEN TRONG,Innovative and Emerging Technologies for Water and Wastewater Treatment                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7027,KY THUAT TIEN TIEN TRONG,Principles and Applications of Advanced Technologies in Solid Waste Treatmen                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7029,KY THUAT TIEN TIEN TRONG,Fundamentals and Applications of Advanced Technologies in Air Pollution Cont                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7031,KY THUAT HIEN DAI TRONG ,Modern Process Control Systems in Environmental Engineering                                                                       ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7033,MO PHONG CAC QUA TRINH X,"Modeling, Instrumentation, Automation, and Optimization of Pollution Control                                                      ",EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7035,UNG DUNG CONG NGHE SINH ,Application of biotechnology in environmental engineering                                                                         ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7037,UNG DUNG CONG NGHE VAT L,Application of material technology in environmental engineering                                                                   ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7039,NGUYEN LY VA UNG DUNG CU,Principles and application of renew energy                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7041,CONG NGHE MANG TRONG KY ,Membrane technologies in environmental engineering                                                                                ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7043,CONG NGHE TAI SU DUNG NU,Reclaimed water technologies                                                                                                      ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7045,KY THUAT XU LY BUN THAI ,Sludge remediation                                                                                                                ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7047,KY THUAT PHAN TICH MOI T,Advanced analytical methods in environment                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7049,KY THUAT MOI TRUONG CHO ,Environmental engineering for coal-fired power plants                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7051,KY THUAT MOI TRUONG CHO ,Environmental engineering for power generation waste incineration plants                                                          ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
