Cơ sở,Dãy,Tên PH cũ,Chú thích,Sức chứa,Tính chất phòng,Mã Phòng,Tên phòng
2,H1A,104H1,                    ,138,LH,H1-104,P/học H1-104                  
2,H1B,202H1,                    ,32,LH,H1-202,P/học H1-202                  
2,H1B,203H1,                    ,32,LH,H1-203,P/học H1-203                  
2,H1B,201H1,                    ,48,LH,H1-201,P/học H1-201                  
2,H1B,204H1,                    ,129,LH,H1-204,P/học H1-204                  
2,H1B,210H1,                    ,126,LH,H1-210,P/học H1-210                  
2,H1B,211H1,                    ,126,LH,H1-211,P/học H1-211                  
2,H1B,212H1,                    ,126,LH,H1-212,P/học H1-212                  
2,H1B,213H1,                    ,126,LH,H1-213,P/học H1-213                  
2,H1C,302H1,                    ,0,LH,H1-302,P/học H1-302                  
2,H1C,303H1,                    ,0,LH,H1-303,P/học H1-303                  
2,H1C,301H1,                    ,0,LH,H1-301,P/học H1-301                  
2,H1C,304H1,                    ,0,LH,H1-304,P/học H1-304                  
2,H1C,305H1,                    ,48,LH,H1-305,P/học H1-305                  
2,H1C,306H1,                    ,48,LH,H1-306,P/học H1-306                  
2,H1C,308H1,                    ,48,LH,H1-308,P/học H1-308                  
2,H1C,309H1,PHONG HOC           ,48,LH,H1-309,P/học H1-309                  
2,H1C,307H1,                    ,135,LH,H1-307,                              
2,H1D,401H1,                    ,126,LH,H1-401,P/học H1-401                  
2,H1D,404H1,                    ,126,LH,H1-404,P/học H1-404                  
2,H1D,GDH1,                    ,352,HG,H1-GDH1,Giảng đường H1                
2,H1D,405H1,                    ,120,LH,H1-405,Phòng tự học H1-405           
2,H1D,403H1,                    ,90,LH,H1-403,P/học H1-403                  
2,H1E,603H1,PTN LY CS2          ,78,HL,H1-603,Phòng tự học H1-603           
2,H1E,601H1,PTN LY CS2          ,78,HL,H1-601,PTN Vật Lý - CS2 H1-601       
2,H1E,602H1,PTN LY CS2          ,78,HL,H1-602,PTN Vật Lý - CS2 H1-602       
2,H1E,501H1,PTN HOA CS2         ,40,HH,H1-501,PTN Hoá - CS2 H1-501          
2,H1E,502H1,PTN HOA CS2         ,36,HH,H1-502,PTN Hoá - CS2 H1-502          
2,H1E,503H1,PTN HOA CS2         ,36,HH,H1-503,PTN Hoá - CS2 H1-503          
2,H1E,504H1,PTN HOA CS2         ,40,HH,H1-504,PTN Hoá - CS2 H1-504          
2,H1F,701H1,                    ,60,K3,H1-701,P/học 701H1 - BKEnglish       
2,H1G,801H1,                    ,66,LH,H1-801,P/học H1-801 - BKEnglish      
2,H1G,808H1,                    ,0,LH,H1-808,P/học H1-808 - BKEnglish      
2,H1G,802H1,                    ,106,LH,H1-802,P/học H1-802 - BKEnglish      
2,H1G,803H1,GOP CHUNG 801H1     ,106,LH,H1-803,P/học H1-803 - BKEnglish      
2,H1G,804H1,GOP CHUNG 801H1     ,66,LH,H1-804,P/học H1-804 - BKEnglish      
2,H1G,805H1,                    ,106,LH,H1-805,P/học H1-805 - BKEnglish      
2,H1G,806H1,GOP CHUNG 805H1     ,0,HN,H1-806,P/học H1-806 - BKEnglish      
2,H1G,807H1,GOP CHUNG 805H1     ,0,HN,H1-807,P/học H1-807 - BKEnglish      
2,H1G,809H1,                    ,0,LH,H1-809,P/học H1-809 - BKEnglish      
2,H1G,811H1,GOP CHUNG 809H1     ,0,HN,H1-811,P/học H1-811 - BKEnglish      
2,H2,503H2,HOA THAT LON        ,55,KI,H2-503,Phòng Họa thất lớn            
2,H2,502H2,HOA THAT NHO        ,70,KI,H2-502,Phòng Họa thất nhỏ            
2,H2,702H2,PTN VI SVAT KT MTRG ,30,OM,H2-702,PTN Vi SV KThuật MTr          
2,H2,701H2,P. TN DOC HOC MT    ,30,M3,H2-701,PTN Độc học môi trường        
2,H2,101H2,PTN SILICAT         ,30,VL,H2-101,PTN Silicat                   
2,H2,102H2,PTN POLYME          ,35,I3,H2-102,PTN Polyme H2-102             
2,H2A,201H2,                    ,156,LH,H2-201,P/học H2-201                  
2,H2A,206H2,                    ,156,LH,H2-206,P/học H2-206                  
2,H2A,202H2,                    ,117,LH,H2-202,P/học H2-202                  
2,H2A,205H2,                    ,117,LH,H2-205,P/học H2-205                  
2,H2A,207H2,                    ,135,LH,H2-207,Phòng tự học H2-207           
2,H2B,301H2,                    ,156,LH,H2-301,P/học H2-301                  
2,H2B,306H2,                    ,156,LH,H2-306,P/học H2-306                  
2,H2B,302H2,                    ,117,LH,H2-302,P/học H2-302                  
2,H2B,304H2,                    ,93,LH,H2-304,P/học H2-304                  
2,H2B,305H2,                    ,63,LH,H2-305,P/học H2-305                  
2,H2B,307H2,                    ,117,LH,H2-307,Phòng tự học H2-307           
2,H2C,401H2,                    ,156,LH,H2-401,P/học H2-401                  
2,H2C,406H2,                    ,156,LH,H2-406,P/học H2-406                  
2,H2C,403H2,                    ,93,LH,H2-403,P/học H2-403                  
2,H2C,404H2,                    ,93,LH,H2-404,P/học H2-404                  
2,H2C,402H2,                    ,63,LH,H2-402,P/học H2-402                  
2,H2C,405H2,                    ,63,LH,H2-405,P/học H2-405                  
2,H2C,407H2,                    ,84,LH,H2-407,Phòng tự học H2-407           
2,H2D,506H2,PHONG CHUYEN DE KT  ,100,BO,H2-506,P/học H2-506                  
2,H2D,505H2,PHONG CHUYEN DE KT  ,100,BO,H2-505,Phòng chuyên đề KT            
2,H2D,501H2,PHONG KIEN TRUC     ,70,KI,H2-501,Phòng kiến trúc               
2,H2E,805H2,TN HOA KT MTRUONG   ,40,M2,H2-805,PTN Hóa KT MTrường H2-805     
2,H2E,804H2,TN HOA KT MTRUONG   ,40,M2,H2-804,PTN Hóa KThuật MTrường        
2,H6,610H6,KHONG XAI CHUYEN 605,0,G€,H6-610,PTN Hệ Thống Số MTính         
2,H6,603H6,PHONG MAY TINH      ,40,CI,H6-603,Phòng Thực hành Máy tính H6-60
2,H6,604H6,PHONG MAY TINH      ,40,CI,H6-604,Phòng Thực hành Máy tính H6-60
2,H6A,109H6,PHONG HOC           ,80,LH,H6-109,P/học H6-109                  
2,H6A,110H6,PHONG HOC           ,80,LH,H6-110,P/học H6-110                  
2,H6A,112H6,PHONG HOC           ,80,LH,H6-112,P/học H6-112                  
2,H6A,113H6,PHONG HOC           ,129,LH,H6-113,P/học H6-113                  
2,H6A,114H6,PHONG HOC           ,123,DB,H6-114,P/học H6-114                  
2,H6B,205H6,PHONG HOC           ,117,LH,H6-205,P/học H6-205                  
2,H6B,206H6,PHONG HOC           ,80,LH,H6-206,P/học H6-206                  
2,H6B,210H6,PHONG HOC           ,80,LH,H6-210,P/học H6-210                  
2,H6B,211H6,PHONG HOC           ,126,LH,H6-211,P/học H6-211                  
2,H6B,212H6,PHONG HOC           ,80,LH,H6-212,P/học H6-212                  
2,H6B,213H6,PHONG HOC           ,80,LH,H6-213,P/học H6-213                  
2,H6B,214H6,PHONG HOC           ,80,LH,H6-214,P/học H6-214                  
2,H6B,208H6,PHONG HOC           ,117,LH,H6-208,P/học H6-208                  
2,H6C,305H6,PHONG HOC           ,129,LH,H6-305,P/học H6-305                  
2,H6C,306H6,PHONG HOC           ,80,LH,H6-306,P/học H6-306                  
2,H6C,310H6,PHONG HOC           ,80,LH,H6-310,P/học H6-310                  
2,H6C,311H6,PHONG HOC           ,135,LH,H6-311,P/học H6-311                  
2,H6C,312H6,PHONG HOC           ,80,LH,H6-312,P/học H6-312                  
2,H6C,313H6,PHONG HOC           ,80,LH,H6-313,P/học H6-313                  
2,H6D,411H6,PHONG HOC           ,80,LH,H6-411,P/học H6-411                  
2,H6D,412H6,PHONG HOC           ,123,LH,H6-412,P/học H6-412                  
2,H6D,413H6,PHONG HOC           ,80,LH,H6-413,P/học H6-413                  
2,H6D,414H6,PHONG HOC           ,80,LH,H6-414,P/học H6-414                  
2,H6D,415H6,PHONG HOC           ,80,LH,H6-415,P/học H6-415                  
2,H6E,GDH6,G/DUONG H6 (TANG 6) ,318,HG,H6-GDH6,Giảng đường H6 (Tầng 6)       
2,HD,SANLT2,SAN TRUONG CS2      ,68,SL,CS2-NHATHIDAU-SAN2,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLT3,SAN TRUONG CS2      ,68,SL,CS2-NHATHIDAU-SAN3,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLT7,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAN7,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLT8,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAN8,Sân thể thao - Nhà T/Đấu (CS2)
2,HS,SANLT1,SAN TRUONG CS2      ,68,SL,CS2-NHATHIDAU-SAN1,Sân thể thao - Nhà T/Đấu (CS2)
2,HS,SANLT4,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAN4,Sân thể thao - Nhà T/Đấu (CS2)
2,HS,SANLT5,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAN5,Sân thể thao - Nhà T/Đấu (CS2)
2,HS,SANLT6,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAN6,Sân thể thao - Nhà T/Đấu (CS2)
2,H6,402H6,PHONG HOC           ,30,V3,H6-402,PTN Xử lý số TH               
2,H6,014H6,"THUC TAP DIEN 1,2   ",0,T1,H6-014,Thực tập điện 1 H6-014        
2,H6,3032H6,PTN(EE1010&EE2040)  ,30,TB,H6-303.2,PTN Vi xử lý                  
2,H6,102H6,PTN CO SO TU DONG   ,30,T3,H6-102,PTN Cơ sở Tự động             
2,H6,002H6,PTN CS DIEN TU CS   ,30,T4,H6-002,PTN CS Điện tử CS             
2,H6,003H6,PTN CS KY THUAT DIEN,48,T7,H6-003,PTN CS Kỹ thuật điện          
2,H2,104H2,PTN POLYME          ,60,PO,H2-104,PTN Polyme H2-104             
2,H6F,605H6,TN HE THONG SO      ,40,N6,H6-605,TH Kỹ thuật lập trình H6-605  
2,H6,601H6,TH KT LAP TRINH     ,40,N5,H6-601,Phòng Thực hành MT H6-601     
2,H6F,707H6,PHONG MAY TINH      ,40,CI,H6-707,TH Kỹ thuật lập trình H6-707  
2,H6E,501H6,TH NHAP MON KT (DD) ,50,ND,H6-501,TH Nhập môn KT (DD)           
2,H6,3031H6,PTN KY THUAT SO     ,36,T6,H6-303.1,PTN Kỹ thuật số               
2,H6,203H6,PTN MDT(TACH 2 PHONG,0,T8,H6-203,PTN Mạch điện tử              
2,H2,007H2,PTN VAT LY KT(CLC)  ,35,CL,H2-007,PTN Vật lý KT (CLC)           
2,H2,107H2,PTN TIA X           ,30,NX,H2-107,PTN Tia X                     
2,H2,005H2,PTN CAO SU          ,30,CS,H2-005,PTN Cao su                    
2,H2,105H2,PTN VAT LIEU        ,30,N1,H2-105,PTN Vật liệu                  
2,H6,708H6,PHONG MAY TINH      ,40,CI,H6-708,Phòng Thực hành Máy tính H6-70
2,H6,702H6,PHONG MAY TINH      ,40,HM,H6-702,Phòng Thực hành Máy tính H6-70
2,H6,703H6,PHONG MAY TINH      ,40,HM,H6-703,Phòng Thực hành Máy tính H6-70
2,H2,709H2,PTN MOI TRUONG      ,30,NO,H2-709,PTN Môi trường H2-709         
2,H1,212BKE,PHONG NGOAI NGU     ,40,HN,BKE-212,                              
2,H2E,807H2,TN XU LY NUOC THAI  ,30,M5,H2-807,PTN Xử lý Nước thải           
2,H2E,711H2,TN UNG DUNG GIS     ,40,M4,H2-711,PTN ứng dụng GIS              
2,BKE,208BKE,PHONG NGOAI NGU     ,40,PH,BKE-208,P/học BKE-208 - BKEnglish     
2,H6,202H6,PTN MACH VA DO CS2  ,30,O2,H6-202,PTN Mạch và Đo CS2            
2,H6,015H6,"THUC TAP DIEN 1,2   ",0,T1,H6-015,Thực tập điện 1 H6-015        
2,H1,710H1,PTN HE THONG CN     ,40,H#,H1-710,PTN HE THONG CN CHANGE DAY HOC
2,H1,703H1,PHONG HOC           ,84,LH,H1-703,BO SUNG TU 191                
2,H6,308H6,PHONG HOC           ,144,LH,H6-308,BO SUNG TU 191                
2,NN,209BKE,PHONG NGOAI NGU     ,40,NN,BKE-209,PHONG NGOAI NGU               
2,HD,SANLTA,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANA,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTB,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANB,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTC,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANC,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTD,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SAND,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTE,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANE,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTF,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANF,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTG,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANG,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTH,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANH,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTI,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANI,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTJ,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANJ,Sân thể thao - Nhà T/Đấu (CS2)
2,HD,SANLTK,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANK,Sân thể thao - Nhà T/Đấu (CS2)
2,H6F,701H6,PHONG MAY TINH      ,40,HM,H6-701,TH Kỹ thuật lập trình H6-701  
2,H1,310H1,PHONG HOC           ,66,LH,H1-310,Phòng Học                     
2,H6,506H6,PHONG HOC           ,102,LH,H6-506,P/học H6-506                  
2,H6,410H6,KHONG XAI           ,0,LH,H6-410,P/học H6-410                  
2,H6,512H6,PHONG HOC           ,105,LH,H6-512,P/học H6-512                  
2,H6,514H6,PHONG HOC           ,108,LH,H6-514,P/học H6-514                  
2,H6,516H6,PHONG HOC           ,114,LH,H6-516,P/học H6-516                  
2,HD,SANLT9,SAN TRUONG CS2      ,60,SL,CS2-NHATHIDAU-SANK,Sân thể thao - Nhà T/Đấu (CS2)
2,,HANGOU,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,H6,510H6,PHONG HOC           ,102,LH,H6-510,P/học H6-510                  
2,H3,202H3,PHONGTN THIET KE MAY,45,TK,H3-202,PTN THIET KE MAY              
2,H3,201H3,PHONG HOC           ,142,LH,H3-201,PHONG HOC                     
2,H3,102H3,PHONG HOC           ,68,LH,H3-102,PHONG HOC                     
2,H3,103H3,PHONG HOC           ,68,LH,H3-103,PHONG HOC                     
2,H3,104H3,PHONG HOC           ,68,LH,H3-104,PHONG HOC                     
2,H3,107H3,PHONG HOC           ,106,LH,H3-107,PHONG HOC                     
2,H3,206H3,PHONG HOC           ,68,LH,H3-206,PHONG HOC                     
2,H3,207H3,PHONG HOC           ,68,LH,H3-207,PHONG HOC                     
2,H3,205H3,PHONG HOC           ,106,LH,H3-205,PHONG HOC                     
2,H3,203H3,PTN CO HOC MAY      ,40,CM,H3-203,PTN CO HOC MAY                
2,,HANGO1,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO2,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO3,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO4,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO5,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO6,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO7,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO8,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGO9,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,H1,312H1,PHONG HOC           ,66,LH,H1-312,Phòng Học                     
2,H1,106H1,PHONG HOC           ,66,LH,H1-106,Phòng Học                     
2,H6,504H6,PHONG HOC           ,106,LH,H6-504,Phòng Học                     
2,H3,101H3,PHONG HOC           ,68,LH,H3-101,PHONG HOC                     
2,H3,301H3,PHONG HOC           ,142,LH,H3-301,PHONG HOC                     
2,H3,302H3,PHONG HOC           ,68,LH,H3-302,PHONG HOC                     
2,H3,303H3,PHONG HOC           ,88,LH,H3-303,PHONG HOC                     
2,H3,304H3,PHONG HOC           ,88,LH,H3-304,PHONG HOC                     
2,H3,305H3,PHONG HOC           ,68,LH,H3-305,PHONG HOC                     
2,H3,306H3,PHONG HOC           ,142,LH,H3-306,PHONG HOC                     
2,H3,401H3,PHONG HOC           ,142,LH,H3-401,PHONG HOC                     
2,H3,402H3,PHONG HOC           ,68,LH,H3-402,PHONG HOC                     
2,H3,403H3,PHONG HOC           ,88,LH,H3-403,PHONG HOC                     
2,H3,404H3,PHONG HOC           ,88,LH,H3-404,PHONG HOC                     
2,H3,405H3,PHONG HOC           ,68,LH,H3-405,PHONG HOC                     
2,H3,406H3,PHONG HOC           ,142,LH,H3-406,PHONG HOC                     
2,H3,501H3,PHONG HOC           ,142,LH,H3-501,PHONG HOC                     
2,H3,502H3,PHONG HOC           ,68,LH,H3-502,PHONG HOC                     
2,H3,503H3,PHONG HOC           ,88,LH,H3-503,PHONG HOC                     
2,H3,504H3,PHONG HOC           ,88,LH,H3-504,PHONG HOC                     
2,H3,505H3,PHONG HOC           ,68,LH,H3-505,PHONG HOC                     
2,H3,506H3,PHONG HOC           ,142,LH,H3-506,PHONG HOC                     
2,H6,006H6,PTN NHAP MON EE1002 ,40,NM,H6-006,PTN NHAP MON EE1002           
2,,HANG95,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG86,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG87,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG88,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG89,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG90,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG91,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG92,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG93,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG94,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG74,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG75,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG76,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG77,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG78,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG79,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG80,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG81,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG82,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG83,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG84,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANG85,HANGOUT O NHA       ,130,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,,HANGLT,HANGOUT O NHA       ,120,HA,HANGOUT_TUONGTAC,hangout tương tác ở nhà       
2,H2,802H2,PTN VI LUONG-EN3006 ,30,DA,H2-802,                              
2,H6,A14H6,THUC TAP DIEN 1     ,0,T1,H6-14A,Thực tập điện 1 H6-A14        
2,H3,005H3,PTN SINH HOC PHAN TU,30,LA,H3-005,PTN SINH HOC PHAN TU          
2,H3,007H3,PTN SINH HOC        ,30,LO,H3-007,PTN SINH HOC                  
2,H3,001H3A,PTN BO MON MTB      ,35,B1,H3-001A,PTN MAY THIET BI              
2,H3,001H3B,PTN BO MON MTB      ,0,B1,H3-001B,PTN MAY THIET BI              
2,H3,002H3A,PTN BO MON MTB      ,30,B3,H3-002A,PTN MAY THIET BI              
2,H3,002H3B,PTN BO MON MTB      ,0,B3,H3-002B,PTN MAY THIET BI              
2,H2,705H2,VAN PHONG KHOA MO   ,30,B5,H2-705,Văn phòng Khoa môi trường     
2,013,000H2,PTN VAT LIEU        ,0,B6,H2-000,PTN VAT LIEU                  
2,H6,301H6,PTN VI XU LY        ,30,T2,H6-301,                              
2,H6,4031H6,PTN TRUYEN SO LIEU  ,30,SA,H6-4031,PTN Truyền Số Liệu            
2,NT,TTTDTT,TT TDTT             ,100,SL,TT THE DUC THE THAO,TT THE DUC THE THAO           
2,H2,004H2,PTN CN CAO SU       ,30,B6,H2-004,PTN công nghệ cao su          
2,H6,014AH6,"THUC TAP DIEN 1,2   ",0,T1,H6-014A,Thực tập điện 1 H6-014A       
2,NT,TTGDQP,TT GDQP             ,100,SL,TT GIAO DUC QP-AN,TT GIAO DUC QP-AN             
2,NT,HTTCD,H.TR TRAN CHI DAO   ,0,,DHQG-HT.TRANCHIDAO,DHQG-HOI TRUONG TRAN CHI DAO  
2,PDA,PDAMHF,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,PDA,PDAMHG,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,PDA,PDAMHH,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,PDA,PDAMHI,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,PDA,PDAMHK,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,PDA,PDAMHL,PHONG DO AN MON HOC ,80,..,------,PHONG ĐAMH                    
2,H6D,811H6,PHONG HOC           ,174,LH,H6-811,P/học H6-811                  
2,H6D,201H6,PHONG HOC           ,120,LH,H6-201,P/học H6-201                  
2,H6D,405H6,PHONG HOC           ,120,LH,H6-405,P/học H6-405                  
2,H6D,802H6,PHONG HOC           ,150,LH,H6-802,P/học H6-802                  
2,H6D,810H6,PHONG HOC           ,156,LH,H6-810,P/học H6-810                  
2,H6,016H6,PTN NHAP MON EE1002 ,40,NM,H6-016,PTN NHAP MON EE1002           
2,H6,203AH6,PTN MDT(TACH 2 PHONG,24,T8,H6-203A,PTN Mạch điện tử              
2,H6,203BH6,PTN MDT(TACH 2 PHONG,24,T8,H6-203B,PTN Mạch điện tử              
2,HD,SANLT,SAN TRUONG CS2      ,68,SL,CS2-NHATHIDAU-SAN2,Sân thể thao - Nhà T/Đấu (CS2)
2,H1,708H1,PHONG TINH TOANCOHOC,30,AS,H1-708,PHONG THI NGHIEM              
2,NT,HOBOI2,HO BOI THU DUC      ,100,HB,HOBOI KV THU DUC,HO BOI KHU VUC THU DUC        
2,H6,4021H6,PTN MACH DIEN TU NC ,30,V4,H6-4021,PTN MACH dien tu NC           
2,H3,011H3,PTN CN THUC PHAM 3  ,30,PC,H3-011,PHONG THI NGHIEM CNTP         
2,H6,011H6,"THUC TAP DIEN 1,2   ",25,T1,H6-011,"Thực tập điện 1,2             "
2,H6,012H6,"THUC TAP DIEN 1,2   ",25,T1,H6-012,"Thực tập điện 1,2             "
2,H3,606H3,PHONG HOC           ,150,LH,H3-606,Phòng học                     
2,H3,109H3,PHONG HOC           ,0,,H3-109,PHONG HOC                     
