Cơ sở,Dãy,Tên PH cũ,Chú thích,Sức chứa,Tính chất phòng,Mã Phòng,Tên phòng
,NG1,TTNT1,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT2,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT3,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT4,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT5,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT6,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT7,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT8,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT9,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT10,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT11,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT12,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT13,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT14,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT15,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT16,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT17,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT18,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT19,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT20,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT21,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT22,THUC TAP NGOAI TRUOG,170,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT23,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT24,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT25,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT26,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT27,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT28,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT29,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT30,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT31,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT32,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT33,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT34,THUC TAP NGOAI TRUOG,80,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC1,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC2,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC3,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC4,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC5,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC6,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC7,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC8,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTNC9,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN01,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN02,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN03,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN04,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN05,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG2,TTTN06,THUC TAP NGOAI TRUOG,100,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT35,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT36,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT37,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT38,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT39,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT40,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT41,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT42,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT43,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT44,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT45,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT46,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT47,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT48,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT49,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT50,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT51,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT52,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT53,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
,NG1,TTNT54,THUC TAP NGOAI TRUOG,200,NT,------,THUC TAP NGOAI TRUOG          
1,B2,404B2,PTN HOA HUU CO      ,25,H,B2-404,PTN Hóa Hữu Cơ B2-404         
1,B2,103B2,                    ,60,Q,B2-103,PTN Điện Hóa                  
1,B6,107B6,PTN CƠ HOC ĐấT      ,67,Y,B6-107,PTN Cơ học Đất                
1,B6,PTNCAU,                    ,108,9,B6-108,PTN Đường Ôtô                 
1,C3,109C31,TACH RA 2 phong     ,80,GT,C3-109.1,PTN KThuật Giao Thông         
1,C3,109C3,THI NGHIEM TAU      ,40,TA,C3-109,Phòng Thí Nghiệm Tàu          
1,B4,202B4,TN THIET BI YH (VLY),62,UD,B4-202,PTN Thiết bị YHọc (Vlý)       
1,B2,209B2,PTN HOA HUU CO      ,50,H_,B2-209,PTN Hóa Hữu Cơ B2-209         
1,A4,511A4,PHONG MAY TINH      ,36,MQ,A4-511,Phòng M/tính  - OISP          
1,A4A,203A4,DANH CHO QT TU HK141,0,DB,A4-203,P/học A4-203 - OISP           
1,A4A,202A4,DANH CHO QT TU HK141,0,QT,A4-202,P/học A4-202A - OISP          
1,A4B,311A4,MsM                 ,0,QT,A4-311,P/học A4-311 - MsM            
1,A4B,312A4,PHONG CUA MSM       ,0,QT,A4-312,P/học A4-312 - MsM            
1,A4C,406A4,Dao tao Quoc te     ,0,QT,A4-406,P/học A4-406 - OISP           
1,A4C,407A4,VAN PHONG OISP      ,0,QT,A4-407,P/học A4-407 - OISP           
1,A4C,408A4,LOP MCI             ,40,QT,A4-408,P/học A4-408 - MCI            
1,A4C,409A4,LOP MCI             ,56,DB,A4-409,P/học A4-409 - MCI            
1,A4C,410A4,Dao tao Quoc te     ,30,QT,A4-410,P/học A4-410 - OISP           
1,A4D,506A4,                    ,40,QT,A4-506,P/học A4-506 - OISP           
1,A4D,507A4,                    ,40,QT,A4-507,P/học A4-507 - OISP           
1,A4D,508A4,                    ,40,QT,A4-508,P/học A4-508 - OISP           
1,A4D,509A4,                    ,40,QT,A4-509,P/học A4-509 - OISP           
1,A4D,510A4,                    ,72,QT,A4-510,P/học A4-510 - OISP           
1,B1,112B1,TN DTU CONG SUAT 1  ,30,E,B1-112.2,PTN Điện tử Công suất         
1,B1,114B1,PMT KHOA DIEN       ,40,I,B1-114,PMT Khoa Điện                 
1,B10,102B10,PHONG TN MO PHONG   ,75,QL,B10-102,PTN Mô phỏng                  
1,B10,201B10,VAN PHONG TT BR&T   ,40,BR,B10-201,                              
1,B10,202B10,PHONG HOC QUOC TE   ,48,DB,B10-202,P/học B10-202 - Việt-Pháp     
1,B10,203B10,PHONG HOC QUOC TE   ,70,DB,B10-203,P/học B10-203                 
1,B10,204B10,PHONG HOC QUOC TE   ,40,QT,B10-204,P/học B10-204 - KSTN - Mtinh  
1,B10,205B10,PHONG HOC QUOC TE   ,40,QT,B10-205,P/học B10-205 - KSTN - Mtinh  
1,B10,206B10,PHONG HOC QUOC TE   ,50,QT,B10-206,P/học B10-206 - Việt-Pháp     
1,B10,207B10,PHONG HOC QUOC TE   ,48,QT,B10-207,P/học B10-207 - Việt-Pháp     
1,B10,301B10,                    ,64,,B10-301,P/học B10-301 - Việt-Pháp     
1,B10,TNCNTP,PTN CN THUC PHAM    ,24,CP,TNCNTP,                              
1,B10,303B10,"KHONG XAI,P.LAM VIEC",0,P1,B10-303,P/học B10-303 - DTTXa         
1,B11,203B11,P.TN DO LUONG       ,30,DL,B11-203,PTN Đo lường                  
1,B1A,206B1,PHONG DANH RIENG QT ,48,QT,B1-206,P/học B1-206 - KSTN           
1,B1A,207B1,PHONG CHUYEN DE DIEN,0,QT,B1-207,P/học B1-207 - KSTN           
1,B1A,208B1,PHONG DANH RIENG QT ,88,QT,B1-208,P/học B1-208 - OISP           
1,B1A,305B1,PHONG DANH RIENG QT ,72,QT,B1-305,P/học B1-305                  
1,B1A,306B1,PHONG DANH RIENG QT ,88,QT,B1-306,P/học B1-306 - OISP           
1,B1A,307B1,PHONG DANH RIENG QT ,32,QT,B1-307,P/học B1-307                  
1,B1A,102B1,TN HE THONG DIEN    ,30,F,B1-102,PTN Hệ thống Điện             
1,B1B,201B1,PHONG DANH RIENG QT ,40,QT,B1-201,P/học B1-201                  
1,B1B,202B1,PHONG DANH RIENG QT ,40,QT,B1-202,P/học B1-202                  
1,B1B,203B1,PHONG DANH RIENG QT ,60,QT,B1-203,P/học B1-203                  
1,B1B,301B1,PHONG DANH RIENG QT ,56,QT,B1-301,P/học B1-301                  
1,B1B,302B1,                    ,56,QT,B1-302,P/học B1-302                  
1,B1B,303B1,                    ,56,QT,B1-303,P/học B1-303                  
1,B1B,203B3,PTN VI MACH         ,30,XG,B3-203,PTN Vi mạch                   
1,B1C,209B1,PTN TRUYEN SO LIEU  ,40,SO,B1-209,PTN Truyền Số Liệu            
1,B1C,206B3,PHONG DANH RIENG QT ,0,QT,B3-206,P/học B3-206 - OISP           
1,B1C,205B3,PHONG KHOA DIEN     ,0,K,B3-205,P/học B3-205 - OISP           
1,B1D,210B1,                    ,48,QT,B1-210,P/học B1-210                  
1,B1D,211B1,                    ,32,QT,B1-211,P/học B1-211                  
1,B1D,212B1,                    ,80,QT,B1-212,P/học B1-212                  
1,B1D,213B1,                    ,80,QT,B1-213,P/học B1-213                  
1,B1D,214B1,                    ,48,QT,B1-214,P/học B1-214                  
1,B1D,215B1,                    ,48,QT,B1-215,P/học B1-215                  
1,B1E,308B1,                    ,72,QT,B1-308,P/học B1-308                  
1,B1E,309B1,                    ,56,QT,B1-309,P/học B1-309                  
1,B1E,310B1,                    ,32,QT,B1-310,P/học B1-310                  
1,B1E,311B1,                    ,80,QT,B1-311,Phòng tự học B1-311           
1,B1E,313B1,                    ,56,QT,B1-313,P/học B1-313                  
1,B1E,314B1,                    ,56,QT,B1-314,P/học B1-314                  
1,B1E,315B1,                    ,56,QT,B1-315,P/học B1-315                  
1,B2,107B2,PTN CN SINH HOC     ,20,S2,B2-107,PTN CN Sinh Học               
1,B2,201B2,KY SU TAI NANG HOA  ,32,QT,B2-201,P/học B2-201 - KSTN - Hóa     
1,B2,202B2,KY SU TAI NANG XDUNG,32,QT,B2-202,P/học B2-202 - KSTN - XDựng   
1,B2,402B2,                    ,0,MO,B2-402,TH Phân tích GIS              
1,B2,305B2,                    ,46,J,B2-305,PTN Hóa sinh T/Phẩm           
1,B8,PTNHDK,PTN HOA DAU KHI     ,60,7,B2-109,PTN Hoá Dầu khí               
1,B2,302B2,PTN CAM QUAN        ,0,HC,B2-302,PTN Cảm quan                  
1,B2,118B2,PTN VAT LIEU POLYME ,30,/,B2-118,PTN Vật liệu Polyme           
1,B2,117B2,PTN CN LEN MEN      ,30,LM,B2-117,PTN CN Lên men                
1,B2,406B2,PTN HOA DAI CUONG   ,36,VC,B2-406,PTN Hoá đại cương             
1,B2,108B2,PTN HOA SINH        ,20,HS,B2-108,PTN Hóa Sinh                  
1,B2,205B2,PTN XUC TAC         ,40,XT,B2-205,PTN Xúc tác                   
1,B2,119B2,P.TN TRONG DIEM CNHH,40,DK,B2-119,PTN Trọng điểm CNHH           
1,B2,214B2,P.TN HOA LY         ,40,L,B2-214,PTN Hoá Lý                    
1,B2,206B2,P.TN HOA PHAN TICH  ,40,P,B2-206,PTN Hoá phân tích             
1,B2A,405B2,PTN HOA VO CO       ,36,VA,B2-405,PTN Hoá vô cơ                 
1,B2A,213B2,CHUYEN NGANH VO CO  ,96,VB,B2-213,PTN C/ngành Vô cơ             
1,B2A,308B2,"PTN VI SINH TP, SH  ",52,;,B2-308,"PTN Vi sinh TP,SH B2-308      "
1,B2A,307B2,"PTN VI SINH TP, SH  ",0,;,B2-307,"PTN Vi sinh TP,SH B2-307      "
1,B3,109B3,PTN SCHNEIDER       ,0,SC,B3-109,PTN Schneider                 
1,B3,112B3,PTN VIEN THONG      ,30,V1,B3-112,PTN Viễn thông B3-112         
1,B3,202B3,TN KT SO            ,36,D1,B3-202,TN KT số                      
1,B3,111B3,PTN VIEN THONG      ,20,V2,B3-111,PTN Viễn Thông B3-111         
1,B1,103B1,TN KY THUAT DIEN    ,30,N,B1-103,PTN Kỹ Thuật Điện             
1,B3,207B3,PTN DIEU KHIEN TD   ,35,G,B3-207,PTN Điều khiển TĐ             
1,C2,PTTDT,PHONG TT DIEN TU    ,30,M,C2-PTTDT,Phòng TT điện tử              
1,B1,PTTMD,THUC TAP MAY DIEN 1 ,24,T§,B1-116,PTT MAY DIEN 2                
1,B4,PTNTSL,PHONG TN TR SO LIEU ,30,TV,PTNTSL,                              
1,C2,PTTDT1,PHONGTT DIENTU 1    ,30,M,C2-PTTDT1,Phòng TT điện tử              
1,B3B,209B3,TN DUNG CU BAN DAN  ,30,B2,B3-209,PTN Dụng cụ bán dẫn           
1,B3B,102B3,TAM NGUNG SD 242    ,0,O,B3-102,PTN Mạch và Đo                
1,B3B,103B3,PTN MACH DIEN       ,35,MD,B3-103,PTN Mạch điện                 
1,B4,PTHTL,PTN CO LUU CHAT     ,26,C,PTHTL,PTN Cơ lưu chất               
1,B4,201B4,TT MP CO KY THUAT   ,72,KT,B4-201,TT MP Cơ Kỹ thuật             
1,B4,105B4,PMT BM CO KT        ,30,B4,B4-105,PMT BM Cơ KT                  
1,B4A,301B4,                    ,60,QT,B4-301,P/học B4-301 - OISP           
1,B4A,302B4,                    ,60,QT,B4-302,P/học B4-302 - OISP           
1,B4A,303B4,                    ,60,QT,B4-303,P/học B4-303 - OISP           
1,B4A,305B4,                    ,80,QT,B4-305,P/học B4-305 - OISP           
1,B4A,306B4,PHONG HOC QUOC TE   ,80,QT,B4-306,P/học B4-306 - OISP           
1,B4A,401B4,                    ,60,QT,B4-401,P/học B4-401 - OISP           
1,B4A,402B4,                    ,60,QT,B4-402,P/học B4-402 - OISP           
1,B4A,403B4,                    ,60,QT,B4-403,P/học B4-403 - OISP           
1,B4A,405B4,                    ,60,QT,B4-405,P/học B4-405 - OISP           
1,B4A,406B4,                    ,108,QT,B4-406,P/học B4-406 - OISP           
1,B4B,501B4,                    ,80,QT,B4-501,P/học B4-501 - OISP           
1,B4B,502B4,                    ,80,QT,B4-502,P/học B4-502 - OISP           
1,B4B,504B4,                    ,60,QT,B4-504,P/học B4-504 - OISP           
1,B4B,505B4,                    ,120,GD,B4-505,P/học B4-505 - OISP           
1,B4B,601B4,                    ,0,QT,B4-601,P/học B4-601 - OISP           
1,B4B,602B4,                    ,0,QT,B4-602,P/học B4-602 - OISP           
1,B4B,604B4,                    ,0,QT,B4-604,P/học B4-604 - OISP           
1,B4B,605B4,                    ,0,QT,B4-605,P/học B4-605 - OISP           
1,B5,B5,PTN BO MON CN NHIET ,30,CY,B5-000,PTN Bộ môn CN Nhiệt           
