course_id,course_name,resource_type
CI3303,MO HINH HOA TTIN C/TRINH,COMPUTER_LAB
CI3304,MO HINH HOA TTIN C/TR(TN,COMPUTER_LAB
CI3305,TIN HOC TRG QL DU AN XD,COMPUTER_LAB
CI3307,DU TOAN VA DINH GIA,GENERAL
CI3309,Q/LY QUA TRINH DU AN XD,GENERAL
CI3411,LANH DAO & QL NANG LUONG,GENERAL
CI3488,NGUYEN TAC THIET KE CONG,STUDIO
CI3487,NGUYEN TAC THIET KE CONG,GENERAL
CI3489,HE THONG QUY PHAM VA TIE,GENERAL
CI3491,LUAT VA MOI TRUONG PHAP,GENERAL
CI3493,NGUYEN LY QUAN LY DU AN,GENERAL
CI3497,DU TOAN VA DINH GIA TRON,GENERAL
CI3501,BOC TACH KHOI LUONG,GENERAL
CI3507,THIET KE MAT DUNG,STUDIO
CI3508,THIET KE MAT DUNG(BT),STUDIO
CI4003,CONG TRINH GIAO THONG,GENERAL
CI4004,C/TRINH GIAO THONG(BT),GENERAL
CI4005,CONG TRINH VEN BIEN,GENERAL
CI4007,CO SO DU LIEU DIA CHINH,COMPUTER_LAB
CI4009,KY THUAT GIAO THONG,GENERAL
CI4011,THI NGHIEM CONG TRINH,OTHER_SPECIAL
CI4013,THUY CONG 2,GENERAL
CI4017,CONG TRINH DUONG THUY,GENERAL
CI4019,HA TANG CONG TRINH GT,GENERAL
CI4020,HA TANG CONG TRINH GT(BT,GENERAL
CI4021,ITS UNG DUNG,COMPUTER_LAB
CI4022,ITS UNG DUNG(BT),COMPUTER_LAB
CI4023,THI CONG CONG TRINH CSHT,GENERAL
CI4025,THI CONG CONG TRINH THUY,GENERAL
CI4029,PHUONG PHAP SO CT BIEN,COMPUTER_LAB
CI4030,PH/PHAP SO CT BIEN(BT),COMPUTER_LAB
CI4031,QUY HOACH MANG LUOI GT,COMPUTER_LAB
CI4032,QUYHOACH MANG LUOI GT(BT,COMPUTER_LAB
CI4033,XAY DUNG CAU,GENERAL
CI4035,AN TOAN GIAO THONG,GENERAL
CI4036,AN TOAN GIAO THONG(BT),GENERAL
CI4037,CONG TRINH TREN DAT YEU,GENERAL
CI4038,C/TRINH TREN DAT YEU (TH,GENERAL
CI4039,THIET KE CAU 2,GENERAL
CI4040,THIET KE CAU 2(BT),GENERAL
CI4041,CONG TRINH NGOAI KHOI,GENERAL
CI4043,QUY HOACH DO THI,GENERAL
CI4044,QUY HOACH DO THI(BT),GENERAL
CI4047,TIN HOC U/DUNG CAU DUONG,COMPUTER_LAB
CI4048,TIN HOC U/D CAU DUONG(BT,COMPUTER_LAB
CI4049,TO CHUC THI CONG,GENERAL
CI4051,BE TONG CONG TRINH BIEN,GENERAL
CI4053,CAC CHUYEN DE VE CTGT,GENERAL
CI4054,CAC CHUYEN DE VE CTGT(BT,GENERAL
CI4055,THIET KE DUONG 2,GENERAL
CI4056,THIET KE DUONG 2(BT),GENERAL
CI4059,QUANLY XD CONGTRINH CANG,GENERAL
CI4061,T/NGHIEM &VL XD DUONGOTO,OTHER_SPECIAL
CI4062,T/N &VL XD DUONGOTO (TN),OTHER_SPECIAL
CI4063,TRAC DIA CAO CAP 2,GENERAL
CI4065,DINH GIA DAT,GENERAL
CI4067,DONG LUC HOC KET CAU,GENERAL
CI4068,DONG LUC HOC KET CAU(THL,GENERAL
CI4069,TAI NGUYEN DAT &MOITRUOG,GENERAL
CI4070,TAI NGUYEN DAT &M/TR(BT),GENERAL
CI4071,LOGISTICS,GENERAL
CI4072,LOGISTICS(BT),GENERAL
CI4073,DUONG SAT,GENERAL
CI4074,DUONG SAT(BT),GENERAL
CI4075,DONGLUC HOC HINHTHAI VVB,GENERAL
CI4079,DUONG HAM,GENERAL
CI4080,DUONG HAM(BT),GENERAL
CI4081,KETCAU THEP CONGTRINHCAO,GENERAL
CI4082,K/CAU THEP C/TRINHCAO(BT,GENERAL
CI4083,PHONG CHONG THIEN TAI VB,GENERAL
CI4085,QUAN LY VUNG VEN BIEN,GENERAL
CI4087,QUAN LY DU AN XAY DUNG,GENERAL
CI4089,THIET KE QUYHOACH DO THI,STUDIO
CI4091,KY THUAT HA TANG DO THI,GENERAL
CI4093,THIET KE KIEN TRUC CC4,STUDIO
CI4095,CHUYEN DE 4:NC & TK KGCC,STUDIO
CI4097,THAM QUAN DISAN KIENTRUC,GENERAL
CI4099,TRIET HOC PHUONG DONG,GENERAL
CI4101,KIEN TRUC CANH QUAN,STUDIO
CI4105,VAT LIEU CACH NHIET & HT,GENERAL
CI4107,TRAC DIA CONG TRINH,GENERAL
CI4109,TRAC DIA CONG TRINH UD,GENERAL
CI4111,HETHONG THONGTIN DAT DAI,COMPUTER_LAB
CI4112,HETHONG TH/TIN DATDAI(BT,COMPUTER_LAB
CI4113,CONG TRINH VEN BIEN,GENERAL
CI4117,CONG TRINH DUONG THUY,GENERAL
CI4121,XAY DUNG CAU,GENERAL
CI4125,TO CHUC THI CONG,GENERAL
CI4129,KINH TE XAY DUNG,GENERAL
CI4130,KINH TE XAY DUNG(BT),GENERAL
CI4131,KET CAU CONG TRINH THEP,GENERAL
CI4132,KET CAU C/TRINH THEP(BT),GENERAL
CI4139,TKE CNSX& LDCKBT DUC SAN,GENERAL
CI4140,TKE CNSX& LDCKBT D/S(BT),GENERAL
CI4141,C/TRINH CAPTHOATNUOC &TB,GENERAL
CI4142,C/T CAPTHOATNUOC &TB(THL,GENERAL
CI4143,QUAN LY DU AN & KT CANG,GENERAL
CI4144,QUANLY DUAN & KT CANG(BT,GENERAL
CI4145,CS THICONG &KHAI THAC CD,GENERAL
CI4146,CS THICONG &K/THAC CD(TH,GENERAL
CI4147,KY THUAT T/CONG DUOINUOC,GENERAL
CI4148,K/T T/CONG DUOINUOC(BT),GENERAL
CI4150,N/L Q/HOACH &TK DOTHI(BT,GENERAL
CI4151,THI NGHIEM VAT LIEU CTGT,OTHER_SPECIAL
CI4153,BE TONG DAC BIET CHO CT,OTHER_SPECIAL
CI4154,BE TONG D/BIET CHO CT(TN,OTHER_SPECIAL
CI4155,THUY DIEN VA TRAM BOM,GENERAL
CI4156,THUY DIEN &TRAM BOM (THL,GENERAL
CI4159,TRAC DIA CONG TRINH,OTHER_SPECIAL
CI4160,TRAC DIA CONG TRINH (TN),OTHER_SPECIAL
CI4161,QUY HOACH HA TANG DO THI,GENERAL
CI4163,AN MON BE TONG VA BTCT,GENERAL
CI4164,AN MON BETONG VA BTCT(BT,GENERAL
CI4165,HA TANG C/TR GIAO THONG,GENERAL
CI4166,KY THUAT GIAO THONG (THL,COMPUTER_LAB
CI4177,T/KE IV - CT PHUC HOP,STUDIO
CI4181,LANH DAO VA KHOI NGHIEP,GENERAL
CI4183,LANH DAO & QUAN LY DU AN,GENERAL
CI4187,THIEN TAI &B/DOI KHI HAU,GENERAL
CI4188,THIEN TAI &B/DOI KHI HAU,GENERAL
CI4189,Q/HOACH TO CHUC THI CONG,GENERAL
CI4190,Q/H TO CHUC THI CONG(BT),COMPUTER_LAB
CI4191,THUY LUC &THUY VAN DOTHI,GENERAL
CI4192,THUY LUC &THUY VAN DT(TN,OTHER_SPECIAL
CI4193,UD THOGKE TRG QL&CN NUOC,COMPUTER_LAB
CI4195,THUY LUC NUOC NGAM,GENERAL
CI4197,QUY HOACH HATANG G/THONG,GENERAL
CI4198,QUY HOACH HATANG G/T(THL,COMPUTER_LAB
CI4201,HE THONG C/D TRG TOA NHA,GENERAL
CI4205,CAM THU CANH QUAN,GENERAL
CI4207,THIET KE IV - C/QUAN DT,STUDIO
CI4209,XU HUONG K/TRUC CQ D/DAI,GENERAL
CI4211,KY THUAT XU LY NUOC CAP,GENERAL
CI4213,KY THUAT XU LY NUOC,GENERAL
CI4215,Q/LY CHAT LUONG XAY DUNG,GENERAL
CI4217,HOP DONG TRONG XAY DUNG,GENERAL
CI4219,DAU THAU VA TO CHUC DAU,GENERAL
CI4223,QUAN LY KINH DOANH TRONG,GENERAL
CI4225,QUAN LY XAY DUNG UNG DUN,GENERAL
CI4227,MUA HANG VA CHUOI CUNG U,GENERAL
CI4229,NGUYEN TAC KE TOAN TRONG,GENERAL
CI4231,TAI CHINH VA PHAN TICH K,GENERAL
CI4233,TO CHUC THI CONG,GENERAL
CI4709,CO LUU CHAT,GENERAL
CI4711,KINH TE XAY DUNG,GENERAL
CI4713,TO CHUC THI CONG,GENERAL
CI4715,VIEN THAM,COMPUTER_LAB
CI4717,HE THONG DINH VI TOAN CA,COMPUTER_LAB
CI4719,HE THONG THONG TIN DIA L,COMPUTER_LAB
CI4721,BAN DO HOC,GENERAL
CI4723,CO HOC KET CAU,GENERAL
CI4725,PHAN TICH KHONG GIAN,COMPUTER_LAB
CI4727,CO SO DU LIEU KHONG GIAN,COMPUTER_LAB
CI4729,TRAC LUONG ANH,COMPUTER_LAB
CI4731,TRAC DIA CAO CAP,GENERAL
CI4733,THUY NANG - THUY DIEN,GENERAL
CI4735,PHUONG PHAP SO & TIN HOC,COMPUTER_LAB
CI4737,CAP THOAT NUOC,GENERAL
CI4739,THUY CONG 1,GENERAL
CI4741,THUY CONG 2,GENERAL
CI4743,THUY VAN DO THI,GENERAL
CI4745,QUY HOACH TO CHUC THI CO,GENERAL
CI4747,KY THUAT THI CONG,GENERAL
CI4749,KINH TE XAY DUNG,GENERAL
CI4751,LANH DAO VA QUAN LY DU A,GENERAL
CI4753,CO KET CAU,GENERAL
CI4755,KY THUAT THI CONG DUOI N,GENERAL
CI4757,DONG LUC HOC SONG - BIEN,GENERAL
CI4759,CO LUU CHAT,GENERAL
CI4761,QUY HOACH CANG,GENERAL
CI5003,KS NUOC MUA CHAY TRAN DT,GENERAL
CI5007,MO HINH HOA NUOC NGAM,GENERAL
CI5011,C/TRINH CAPTHOATNUOC &TB,GENERAL
CI5013,KY THUAT HA TANG DO THI,GENERAL
CI5031,T/N &D/H K/K TRG TOA NHA,GENERAL
CI5033,DIA CHAT THUY VAN,GENERAL
CI5035,KY THUAT XU LY NUOC THAI,GENERAL
CI5037,D/G T/DONG & RUI RO M/T,GENERAL
CI5039,T/KE HQ NANG LUONG TCT,GENERAL
CI5043,CHUYEN TAI BUN CAT,GENERAL
CI5045,TRAC DIA VAT LY,OTHER_SPECIAL
CI5047,BAN DO TRONG MOI TRUONG,GENERAL
CI5049,HE THONG DINH VI TOAN CA,OTHER_SPECIAL
CI5051,TRAC DIA CONG TRINH NANG,OTHER_SPECIAL
CI5053,VIEN THAM NANG CAO,OTHER_SPECIAL
CI5055,UNG DUNG GIS TRONG TAI N,GENERAL
CI5057,VIEN THAM TRONG MOI TRUO,GENERAL
CI5059,VIEN THAM SIEU CAO TAN,OTHER_SPECIAL
CI5061,KY THUAT XU LY NUOC CAP,GENERAL
CI5063,TIN HOC UNG DUNG TRONG Q,COMPUTER_LAB
CI5065,THUY LUC BUN CAT VA BIEN,GENERAL
CI5067,PHUONG PHAP PHAN TU HUU,GENERAL
CI5069,DIA CHAT CONG TRINH NANG,GENERAL
CI5071,KY THUAT NEN MONG NANG C,GENERAL
CI5073,QUAN LY VA HOACH DINH TA,GENERAL
CI5075,QUAN LY DU AN NANG CAO,GENERAL
CI5077,QUAN LY RUI RO DU AN,GENERAL
CI5079,THUYET TRINH TRONG QUAN,GENERAL
CI5081,CO HOC DAT NANG CAO 2,GENERAL
CI5083,CAC PHUONG PHAP KHAO SAT,GENERAL
CI5085,CO HOC DA,GENERAL
CI5087,DAO SAU TRONG DAT,GENERAL
CI5089,TUONG CHAN DAT,GENERAL
CI5091,UNG XU CUA DAT DA TRONG,GENERAL
CI5093,DONG HOC DAT,GENERAL
CI5095,TINH TOAN CONG TRINH NGA,GENERAL
CI5097,KY THUAT XU LY NEN DAT Y,GENERAL
CI5099,ON DINH MAI DOC,GENERAL
CI5101,LY THUYET DEO TRONG DAT,GENERAL
CI5103,LUAT XAY DUNG,GENERAL
CI5105,QUAN LY VA PHAN TICH NAN,GENERAL
CI5107,KE TOAN CHI PHI XAY DUNG,GENERAL
CI5109,QUAN TRI DU AN XAY DUNG,GENERAL
CI5111,CONG NGHE TIEN TIEN XAY,GENERAL
CI5113,UNG DUNG THONG KE TRONG,GENERAL
CI5115,UNG DUNG TINH TOAN MEM T,GENERAL
CI5117,BIM VA TIN HOC UNG DUNG,COMPUTER_LAB
CI5119,PHUONG PHAP DINH LUONG T,GENERAL
CI5121,NHUNG CHU DE NANG CAO TR,GENERAL
CI5123,THUC TAP,GENERAL
CI5125,DAU TU XAY DUNG VA RA QU,GENERAL
CI5127,QUAN LY XAY DUNG,GENERAL
CI5129,CO HOC DAT NANG CAO 1,GENERAL
CI5131,LAP VA THAM DINH DU AN,GENERAL
CI5133,PHUONG PHAP PHAN TU HUU,GENERAL
CI5135,PHUONG PHAP SO TINH TOAN,GENERAL
CI5137,QUAN LY DU AN XAY DUNG N,GENERAL
CI5139,QUAN LY RUI RO TRONG XAY,COMPUTER_LAB
CI5141,THONG KE UNG DUNG TRONG,COMPUTER_LAB
CI5143,HE THONG VAN BAN QUI PHA,GENERAL
CI5145,UNG DUNG TINH TOAN MEM T,GENERAL
CI5147,QUAN LY XAY DUNG,GENERAL
CI5149,CAC CHU DE VA PHUONG PHA,GENERAL
CI5151,PHAN TICH DINH LUONG TRO,GENERAL
CI5153,QUAN LY KINH DOANH XAY D,GENERAL
CI5155,TO CHUC LAO DONG VA NANG,GENERAL
CI5157,PHUONG PHAP TIEN DO DU A,GENERAL
CI5159,QUAN LY TAI CHINH TRONG,GENERAL
CI5161,QUAN LY THIET BI XAY DUN,GENERAL
CI5163,DINH GIA TRONG XAY DUNG,GENERAL
CI5165,VAT LIEU VA CONG NGHE XA,GENERAL
CI5167,KET CAU CAU NANG CAO,GENERAL
CI5169,QUY HOACH MANG LUOI DUON,GENERAL
CI5171,PHAN TICH KET CAU CONG T,GENERAL
CI5173,CAC CHUYEN DE NANG CAO V,GENERAL
CI5175,"KIEM DINH, KHAI THAC CON",GENERAL
CI5177,DUONG HAM NANG CAO,GENERAL
CI5179,LY THUYET DO TIN CAY VA,GENERAL
CI5181,LY THUYET TINH TOAN NEN,GENERAL
CI5183,DANH GIA CHAT LUONG VA K,GENERAL
CI5185,DUONG O TO TREN NEN DAT,GENERAL
CI5187,CHONG SAT LO DUONG O TO,GENERAL
CI5189,LY THUYET DONG XE VA TO,GENERAL
CI5191,CAC CHUYEN DE NANG CAO V,GENERAL
CI5193,CAC CHUYEN DE NANG CAO V,GENERAL
CI5195,HE THONG GIAO THONG CONG,GENERAL
CI5197,LOGISTICS,GENERAL
CI5199,QUY HOACH VA QUAN LY NGU,GENERAL
CI5201,AP DUNG GIS TRONG KY THU,GENERAL
CI5203,PHUONG PHAP SO TINH TOAN,GENERAL
CI5205,CONG NGHE CHE TAO VAT LI,GENERAL
CI5207,MANG LUOI CAP VA THOAT N,GENERAL
CI5209,UNG DUNG VAT LIEU MOI TR,GENERAL
CI5211,CONG TRINH THUY NANG CAO,GENERAL
CI5213,QUAN LY VA KIEM TRA CHAT,GENERAL
CI5215,TINH TOAN HIEU CHINH DU,COMPUTER_LAB
CI5217,CAU TRUC DU LIEU KHONG G,COMPUTER_LAB
CI5219,UNG DUNG GIS TRONG KINH,COMPUTER_LAB
CI5221,GIS TRONG QUY HOACH KHON,COMPUTER_LAB
CI5223,DO CAO TU VE TINH VA UNG,GENERAL
CI5225,TRAC LUONG ANH NANG CAO,COMPUTER_LAB
CI5227,KY THUAT XU LY TUAN TU V,COMPUTER_LAB
CI5229,KY THUAT QUAN TRAC BIEN,OTHER_SPECIAL
CI5231,DO DAC XA BO,OTHER_SPECIAL
CI5233,DINH VI TRONG NHA,OTHER_SPECIAL
CI5235,QUAN LY VUNG VEN BIEN,GENERAL
CI5237,QUAN LY KINH DOANH XAY D,GENERAL
CI5239,PHAT TRIEN BEN VUNG TRON,GENERAL
CI5241,BIM VA TIN HOC UNG DUNG,COMPUTER_LAB
CI5243,QUAN LY XAY DUNG,GENERAL
CI5245,CO KET CAU NANG CAO,GENERAL
CI5247,KET CAU BE TONG COT THEP,GENERAL
CI5249,PHUONG PHAP PHAN TU HUU,GENERAL
CI5251,DONG LUC HOC KET CAU NAN,GENERAL
CI5253,KET CAU TAM VO,GENERAL
CI5255,TOI UU HOA KET CAU,GENERAL
CI5257,ON DINH KET CAU,GENERAL
CI5259,CO HOC VAT RAN BIEN DANG,GENERAL
CI5261,DO TIN CAY KET CAU,GENERAL
CI5263,PHUONG PHAP SO,GENERAL
CI5265,KHAO SAT VA NGHIEN CUU T,GENERAL
CI5267,KIEM DINH CHAT LUONG CON,GENERAL
CI5269,TAC DONG CUA GIO LEN CON,GENERAL
CI5271,PHUONG PHAP PHAN TICH CA,GENERAL
CI5273,AN MON VA CHONG AN MON B,GENERAL
CI5275,CONG NGHE CHE TAO BE TON,GENERAL
CI5277,VAT LIEU CACH NHIET VA H,GENERAL
CI5279,THIET KE KHANG CHAN CHO,GENERAL
CI5281,CONG TRINH BEN CANG,GENERAL
CI5283,CONG TRINH BIEN - VEN BI,GENERAL
CI5285,CONG TRINH DUONG THUY,GENERAL
CI5287,THI CONG CONG TRINH CANG,GENERAL
CI5289,CAC CONG NGHE TIEN TIEN,GENERAL
CI5291,"PHAN TICH, DANH GIA RUI",GENERAL
CI5293,THI CONG CONG TRINH BIEN,GENERAL
CI5295,PHUONG PHAP SO CONG TRIN,GENERAL
CI5297,LY THUYET TUONG TU VA MO,GENERAL
CI5299,UNG DUNG GIS TRONG DANH,GENERAL
CI5301,LAP BAN DO VOI UAV,OTHER_SPECIAL
CI5303,PHUONG PHAP PHAN TU HUU,GENERAL
CI5305,CO HOC DAT NANG CAO 1,GENERAL
CI5307,KY THUAT NEN MONG NANG C,GENERAL
CI5309,CAU TRUC DU LIEU KHONG G,COMPUTER_LAB
CI5311,VIEN THAM NANG CAO,OTHER_SPECIAL
CI5313,KY THUAT XU LY TUAN TU V,GENERAL
CI5315,CONG TRINH BAO VE BO,GENERAL
CI5317,UNG DUNG CONG NGHE TRONG,GENERAL
CI5319,CONG TRINH CHONG NGAP VA,GENERAL
CI5321,THIET KE CONG TRINH HA T,GENERAL
CI5329,BE TONG CONG TRINH BIEN,GENERAL
CI5335,KY THUAT QUAN TRAC BIEN,OTHER_SPECIAL
CI5337,QUY HOACH CANG,GENERAL
CI5339,LY THUYET TUONG TU VA MO,GENERAL
CI5341,KY THUAT THI CONG DUOI N,GENERAL
CI5355,THONG KE UNG DUNG TRONG,GENERAL
CI5357,KY THUAT XU LY NUOC CAP,GENERAL
CI5359,THUY LUC NUOC NGAM,GENERAL
CI5361,BIEN DOI KHI HAU VA CAC,GENERAL
CI5363,PHUONG PHAP SO TINH TOAN,GENERAL
CI5367,KET CAU NHA CAO TANG,GENERAL
CI5369,DIA CHAT CONG TRINH,GENERAL
CI5371,CO HOC DAT,OTHER_SPECIAL
CI5373,NEN MONG,GENERAL
CI5375,NHA NHIEU TANG,GENERAL
CI5377,KET CAU CONG TRINH BE TO,GENERAL
CI5379,PHUONG PHAP PHAN TU HUU,GENERAL
CI5381,CO KET CAU,GENERAL
CI5383,KET CAU CONG TRINH THEP,GENERAL
CI5385,KET CAU CONG TRINH THEP,GENERAL
CI5387,THIET KE VA CONG NGHE XA,GENERAL
CI5389,THIET KE VA CONG NGHE XA,GENERAL
CI5391,THIET KE VA CONG NGHE XA,GENERAL
CI5393,DUONG DO THI VA DUONG SA,GENERAL
CI5395,PHAN TICH KHONG GIAN,COMPUTER_LAB
CI5397,PHAN TICH KHONG GIAN,COMPUTER_LAB
CI5399,LAP TRINH GIS,COMPUTER_LAB
CI5401,THONG KE KHONG GIAN,COMPUTER_LAB
CI5403,KY THUAT VA CONG NGHE TH,GENERAL
CI5405,TO CHUC THI CONG CONG TR,GENERAL
CI5407,QUAN LY DU AN XAY DUNG,GENERAL
CI5409,NGUYEN LY KINH TE VA LUA,GENERAL
CI5411,CO SO DU LIEU KHONG GIAN,COMPUTER_LAB
CI5413,TIN HOC TRONG TRAC DIA,GENERAL
CI5415,HE THONG DINH VI TOAN CA,COMPUTER_LAB
CI5417,LUOI TRAC DIA,COMPUTER_LAB
CI5419,BAN DO CHUYEN DE,COMPUTER_LAB
CI5421,TIN HOC UNG DUNG TRONG Q,GENERAL
CI5423,QUY HOACH VA QUAN LY NGU,GENERAL
CI5425,THUY LUC BUN CAT VA BIEN,GENERAL
CI5427,BIEN DOI KHI HAU VA CAC,GENERAL
CI5429,QUY HOACH VA QUAN LY NGU,GENERAL
CI5431,PHUONG PHAP SO & TIN HOC,GENERAL
CI5433,MO HINH TOAN SO UNG DUNG,GENERAL
CI5435,CONG TRINH HA TANG NGAM,GENERAL
CI5437,PHAN TICH KHONG GIAN,COMPUTER_LAB
CI5439,CO SO DU LIEU KHONG GIAN,COMPUTER_LAB
CI5441,LUOI TRAC DIA,COMPUTER_LAB
CI5443,TIN HOC TRONG TRAC DIA,COMPUTER_LAB
CI5445,HE THONG DINH VI TOAN CA,COMPUTER_LAB
CI5447,KY THUAT XU LY TUAN TU V,COMPUTER_LAB
CI5449,KY THUAT QUAN TRAC BIEN,COMPUTER_LAB
CI5451,QUAN LY KINH DOANH XAY D,GENERAL
CI5591,KET CAU CONG TRINH BE TO,GENERAL
CI5643,CO HOC DAT NANG CAO 2,GENERAL
CI5657,KY THUAT XU LY NEN DAT Y,GENERAL
CI5663,PHUONG PHAP PHAN TU HUU,GENERAL
CI5763,CONG TRINH TREN DAT YEU,GENERAL
CI5765,THUY VAN NANG CAO,GENERAL
CI5767,MO HINH VA PHUONG PHAP D,GENERAL
CI5769,KY THUAT PHAN TICH DU LI,GENERAL
CI5771,PHAN TICH PHI TUYEN KET,GENERAL
CI5773,CO HOC RAN NUT,GENERAL
CI5775,KET CAU THEP-BE TONG LIE,GENERAL
CI5777,ON DINH KET CAU,GENERAL
CI5779,VAT LIEU XAY DUNG NANG C,OTHER_SPECIAL
CI5781,KY THUAT BE TONG NANG CA,OTHER_SPECIAL
CI5782,KY THUAT BE TONG NC (BT),OTHER_SPECIAL
CI5783,KET CAU TAM VO,GENERAL
CI5785,BIEN HINH LONG DAN TRONG,GENERAL
CI5787,LY THUYET TUONG TU VA MO,GENERAL
CI5789,THUY LUC NUOC NGAM,GENERAL
CI5791,MO HINH TOAN SO HE THONG,COMPUTER_LAB
CI5793,TAC DONG CUA CTT DOI VOI,GENERAL
CI5795,BIEN DOI KHI HAU VA THIE,GENERAL
CI5797,DONG LUC HOC SONG - VEN,GENERAL
CI5799,DONG LUC HOC HINH THAI V,GENERAL
CI5801,THONG KE UNG DUNG TRONG,GENERAL
CI5803,BIEN DOI KHI HAU VA CAC,GENERAL
CI5805,KET CAU THEP NANG CAO,GENERAL
CI7001,LY THUYET DO TIN CAY VA,GENERAL
CI7003,DONG LUC HOC CONG TRINH,GENERAL
CI7005,QUI HOACH VA QUAN LY NGU,GENERAL
CI7007,THUY VAN NANG CAO,GENERAL
CI7009,AP DUNG GIS TRONG XAY DU,COMPUTER_LAB
CI7011,PHAN TICH NHAN TO,GENERAL
CI7013,BI?NH SAI LUO?I TRA?C DI,GENERAL
CI7015,KY THUAT XU LY TUAN TU V,GENERAL
CI7017,HE QUY CHIEU TRAC DIA,GENERAL
CI7019,BAN DO NANG CAO,GENERAL
CI7021,HE THONG DINH VI TOAN CA,GENERAL
CI7023,TRAC DIA VAT LY,GENERAL
CI7025,KHAI THAC DU LIEU KHONG,COMPUTER_LAB
CI7027,CO SO DU LIEU KHONG GIAN,COMPUTER_LAB
CI7029,PHAN TICH KHONG GIAN,GENERAL
CI7031,VIEN THAM NANG CAO,GENERAL
CI7033,XU LY ?NH SO TRONG VIEN,COMPUTER_LAB
CI7035,LAP TRINH GIS,COMPUTER_LAB
CI7037,MO HINH KHONG GIAN VOI G,COMPUTER_LAB
CI7039,THONG KE KHONG GIAN,GENERAL
CI7041,VIEN THAM RADAR,GENERAL
CI7043,GIS TREN CAC THIET BI DI,COMPUTER_LAB
CI7045,CO KET CAU NANG CAO,GENERAL
CI7047,KET CAU BE TONG COT THEP,GENERAL
CI7049,PHUONG PHAP PHAN TU HUU,GENERAL
CI7051,DONG LUC HOC KET CAU,GENERAL
CI7053,KET CAU THEP NANG CAO,GENERAL
CI7055,PHAN TICH PHI TUYEN KET,GENERAL
CI7057,KHAO SAT VA NGHIEN CUU T,OTHER_SPECIAL
CI7059,CO HOC RAN NUT,OTHER_SPECIAL
CI7061,KET CAU THEP – BE TONG L,GENERAL
CI7063,KET CAU TAM VO,GENERAL
CI7065,TOI UU HOA KET CAU,GENERAL
CI7067,ON DINH KET CAU,GENERAL
CI7069,CO HOC VAT RAN BIEN DANG,OTHER_SPECIAL
CI7071,DO TIN CAY KET CAU,GENERAL
CI7073,TAC DONG GIO LEN CONG TR,GENERAL
CI7075,THIET KE KHANG CHAN CHO,GENERAL
CI7077,CO HOC DAT NANG CAO 1,GENERAL
CI7079,VAT LIEU XAY DUNG NANG C,OTHER_SPECIAL
CI7081,KY THUAT BE TONG NANG CA,OTHER_SPECIAL
CI7083,VAT LIEU MOI VA CAU KIEN,GENERAL
CI7085,PHUONG PHAP PHAN TICH CA,COMPUTER_LAB
CI7087,AN MON VA CHONG AN MON B,GENERAL
CI7089,CONG NGHE BE TONG COT TH,GENERAL
CI7091,VAT LIEU XAY DUNG CONG T,GENERAL
CI7093,KET CAU CAU NANG CAO,GENERAL
CI7095,CAC CHUYEN DE NANG CAO V,GENERAL
CI7097,DUONG HAM NANG CAO,GENERAL
CI7099,KIEM DINH KHAI THAC CAU,OTHER_SPECIAL
CI7101,DUONG TREN NEN DAT YEU,GENERAL
CI7103,CHONG SAT LO DUONG O TO,GENERAL
CI7105,LY THUYET TINH TOAN NEN,GENERAL
CI7107,QUY HOACH MANG LUOI DUON,GENERAL
CI7109,GIAO THONG DO THI,GENERAL
CI7111,LY THUYET DONG XE VA TO,GENERAL
CI7113,HE THONG GIAO THONG THON,GENERAL
CI7115,PHUONG PHAP PTHH TRONG D,GENERAL
CI7117,DIA CHAT CONG TRINH NANG,GENERAL
CI7119,KY THUAT NEN MONG NANG C,GENERAL
CI7121,CO HOC DAT NANG CAO 2,GENERAL
CI7123,DONG HOC DAT,GENERAL
CI7125,TUONG CHAN DAT,GENERAL
CI7127,CO HOC DA,GENERAL
CI7129,DAO SAU TRONG DAT,GENERAL
CI7131,TINH TOAN CONG TRINH NGA,GENERAL
CI7133,UNG XU CUA DAT DA MOI TR,GENERAL
CI7135,TO CHUC KHAI THAC CONG T,GENERAL
CI7137,DONG LUC HOC SONG – VEN,GENERAL
CI7139,CONG TRINH THUY NANG CAO,GENERAL
CI7141,LY THUYET TUONG TU VA MO,GENERAL
CI7143,THUY LUC BUN CAT VA BIEN,GENERAL
CI7145,DONG LUC HOC HINH THAI V,GENERAL
CI7147,THUY LUC TINH TOAN,GENERAL
CI7149,THUY LUC NUOC NGAM,GENERAL
CI7151,CAC PHUONG PHAP KHAO SAT,OTHER_SPECIAL
CI7153,TINH TOAN CAC BAI TOAN D,COMPUTER_LAB
CI7155,ON DINH MAI DOC,GENERAL
CI7157,KY THUAT XU LY NEN DAT Y,GENERAL
CI7159,LY THUYET DEO TRONG DAT,GENERAL
CI7161,LUU BIEN CUA DAT,GENERAL
CI7163,THI NGHIEM CONG TRINH NA,OTHER_SPECIAL
CI7165,PHAN TICH DU LIEU & DU B,GENERAL
CI7167,BIEN DOI KHI HAU & CAC G,GENERAL
CI7169,THONG KE UNG DUNG TRONG,GENERAL
CI7171,QUAN LY DU AN XAY DUNG N,GENERAL
CI7173,CONG NGHE VA KY THUAT TH,GENERAL
CI7175,QUAN LY XAY DUNG,GENERAL
CI7177,QUAN LY TAI CHINH TRONG,GENERAL
