course_id,course_name,resource_type
603031,CNGHE DUONG LUONG THUC,GENERAL
603032,DINH DUONG & VE SINH TP,GENERAL
603033,CN THUC PHAM 1(CN VS TP),GENERAL
603039,CONG NGHE SAN PHAM LT,GENERAL
603040,CHAT LUONG THUC PHAM,GENERAL
603041,BAO QUAN THUC PHAM,GENERAL
603042,LEN MEN THUC PHAM,GENERAL
603043,"CONG NGHE THIT, CA, SUA",GENERAL
603044,CONG NGHE RAU QUA,GENERAL
603045,"CNGHE TRA, CACAO, CAFE",GENERAL
603046,CONG NGHE DUONG MIA,GENERAL
603047,CNGHE DAU MO THUC PHAM,GENERAL
603048,KT QUAN LY CHAT LUONG TP,CHEMISTRY_LAB
603049,CN THUC PHAM 2(DUONG LT),GENERAL
603051,CO SO THIET KE NHA MAY,GENERAL
603052,TN VI SINH CONG NGHIEP,CHEMISTRY_LAB
603053,CHUYEN DE THUC PHAM 2,GENERAL
603054,VI SINH,GENERAL
603055,HOA SINH,GENERAL
603056,THI NGHIEM HOA SINH,CHEMISTRY_LAB
603057,KT THUC PHAM DAI CUONG,GENERAL
603058,BAO QUAN & C.BIEN L/THUC,GENERAL
603059,KY THUAT LEN MEN,GENERAL
603060,CHAT PHU GIA THUC PHAM,GENERAL
603061,KTHUAT CHE BIEN RAU QUA,GENERAL
603062,"KT KT CB DAU AN, DUONG",GENERAL
603063,"KT C/BIEN THIT, CA, SUA",GENERAL
603064,"KT CB TRA,CAFE,TL,CACAO",GENERAL
603065,KY THUAT AN TOAN LAODONG,GENERAL
603066,T/CHUAN DL.CL SAN PHAM,GENERAL
603067,CO SO T/KE NM HOA CHAT,GENERAL
603068,AN TOAN LAO DONG,GENERAL
603069,"CN THUC PHAM 3(THIT,CA)",GENERAL
603070,"CN THUC PHAM 4(RAU,QUA)",GENERAL
603071,CN CHE BIEN LUONG THUC,GENERAL
603072,"CN BAO QUAN, CB RAU QUA",GENERAL
603073,"CN CHE BIEN THIT,THUYSAN",GENERAL
603074,CN CHE BIEN DAU MO TP,GENERAL
603075,"CN SX TRA, CAFE, CACAO",GENERAL
603076,"CNGHE SX CHAT MAU,MUI TP",GENERAL
603077,BAO BI & PHU GIA T/PHAM,GENERAL
603078,CN SX DUONG & BANH KEO,GENERAL
603079,THIET KE MAY &NHA MAY TP,GENERAL
603080,CN LEN MEN THUC PHAM,GENERAL
603081,CAC QT C/BIEN TRONG CNTP,GENERAL
603082,CN SAN XUAT DAU MO TPHAM,GENERAL
603083,"CN C/BIEN TRA,CAFE,CACAO",GENERAL
603101,HOA SINH THUC PHAM,GENERAL
603102,THI NGHIEM HOA SINH,CHEMISTRY_LAB
603103,TN CONG NGHE THUC PHAM,CHEMISTRY_LAB
603104,VI SINH THUC PHAM (CDH),GENERAL
603105,AN TOAN LD TRG MTR TPHAM,GENERAL
603106,CAC QTRINH CB TRONG CNTP,GENERAL
603107,TN VI SINH (CDH),CHEMISTRY_LAB
603108,DINH DUONG & AN TOAN TP,GENERAL
603109,C/NGHE LUONG THUC (CDH),GENERAL
603110,"C/NGHE DUONG,BANH KEO(CD",GENERAL
603111,C/NGHE THIT CA (CDH),GENERAL
603112,C/NGHE LEN MEN (CDH),GENERAL
603113,C/NGHE RAU QUA (CDH),GENERAL
603114,"C/NGHE DAU MO, SUA (CDH)",GENERAL
603115,"C/NGHE TRA,CAFE,CCAO (CD",GENERAL
603116,C/NGHE BAOBI PGIA TP (CD,GENERAL
603117,QLY CH/LUONG TPHAM (CDH),GENERAL
603118,CONG NGHE SINH HOC,GENERAL
603119,KT & QTRI CHAT LUONG SP,GENERAL
603120,CNGHE SAU T/HOACH &BQ TP,GENERAL
603121,VAN HOA AM THUC VIET NAM,GENERAL
603122,ISO TRONG CN THUC PHAM,GENERAL
603123,LUAT KHOA HOC & CNGHE VN,GENERAL
603124,VANDE TPHAM BIEN DOI GEN,GENERAL
603125,TPHAM CHUC NANG (C/BENH),GENERAL
603126,HOA HOC THUC PHAM,GENERAL
603127,TN PHAN TICH THUC PHAM,CHEMISTRY_LAB
603128,SINH HOC DAI CUONG,GENERAL
603129,CNGHE LEN MEN THUC PHAM,GENERAL
603130,CNGHE CHE BIEN THUC PHAM,GENERAL
603131,PHAN TICH CAM QUAN TPHAM,GENERAL
603132,TK MAY & N/MAY THUC PHAM,GENERAL
603133,TIN HOC TRONG CN T/PHAM,GENERAL
603134,PHAN TICH THUC PHAM,GENERAL
603135,TN CAM QUAN THUC PHAM,OTHER_SPECIAL
603137,CNSX SP TU SUA&THUC UONG,GENERAL
603138,"CN BAO BI, DONG GOI TP",GENERAL
603139,HOA SINH THUC PHAM,GENERAL
603140,VI SINH THUC PHAM,GENERAL
603143,DINH DUONG & AN TOAN TP,GENERAL
603145,TN QUA TRINH & TBI CNTP,OTHER_SPECIAL
603148,QUAN TRI CHAT LUONG TP,GENERAL
603151,HOA SINH CONG NGHIEP,GENERAL
603152,VI SINH CONG NGHIEP,GENERAL
603153,KT THUC PHAM DAI CUONG,GENERAL
603154,TN HOA SINH & VI SINH,CHEMISTRY_LAB
603155,HOA SINH CONG NGHIEP,GENERAL
603156,CONG NGHE LEN MEN THPHAM,GENERAL
603157,CN BQUAN &CHE BIEN LTHUC,GENERAL
603158,KT & QUANTRI CHLUONG THP,GENERAL
603159,AN TOAN LAO DONG,GENERAL
603160,"CN CHE BIEN THIT, CA",GENERAL
603161,CN CHE BIEN RAU QUA,GENERAL
603162,CN SX DUONG & BANH KEO,GENERAL
603901,KT CHE BIEN DAU - DUONG,GENERAL
603902,P/PHAP CAM QUAN THUCPHAM,GENERAL
603903,CNGHE CHE BIEN RAU QUA,GENERAL
603904,CNGHE CHE BIEN THIT CA,GENERAL
603905,CN CHE BIEN & BQ L/THUC,GENERAL
603906,KT SU DUNG PHU GIA TPHAM,GENERAL
603907,"CN C/BIEN TRA,CAFE,CACAO",GENERAL
603908,CNGHE LEN MEN THUC PHAM,GENERAL
604001,HOA HOC DAI CUONG A,GENERAL
604002,HOA HOC DAI CUONG B,GENERAL
604003,THI NGHIEM HOA DAI CUONG,CHEMISTRY_LAB
604004,CAC PP VLY NGCUU CHATRAN,GENERAL
604005,HH CAC HOP CHAT PHOI TRI,GENERAL
604007,THI NGHIEM HOA VO CO,CHEMISTRY_LAB
604008,HOA DAI CUONG,GENERAL
604009,HOA VO CO,GENERAL
604010,THI NGHIEM HOA DAI CUONG,CHEMISTRY_LAB
604011,THI NGHIEM HOA VO CO,CHEMISTRY_LAB
604012,GIAN DO PHA,GENERAL
604013,KT XAY LO CN SILICAT,GENERAL
604014,VAT LIEU CHIU LUA,GENERAL
604015,KY THUAT GOM SU,GENERAL
604016,KY THUAT THUY TINH,GENERAL
604017,CHAT KET DINH VO CO,GENERAL
604018,NGUYEN LY LO,GENERAL
604019,HOA LY SILICAT,GENERAL
604020,KT SILICAT DAI CUONG,GENERAL
604021,VAT LIEU HOC,GENERAL
604022,HOA HOC DAI CUONG A,GENERAL
604023,KTXL BATHAIQUANG BAUXITE,GENERAL
604024,GACH CHIU LUA,GENERAL
604025,"BE MAT TIEP XUC, PC PHA",GENERAL
604026,KY THUAT DIEN HOA,GENERAL
604027,P/PHAP NGHIEN CUU DH,GENERAL
604028,C/NGHE HOP CHAT VO CO,GENERAL
604029,THI NGHIEM CHUYEN DE,CHEMISTRY_LAB
604030,CONG NGHE HOP CHAT VO CO,GENERAL
604031,HOA DAI CUONG VO CO,GENERAL
604032,KY THUAT DIEN HOA,GENERAL
604033,KT S/XUAT CAC CHAT VO CO,GENERAL
604034,HIENTUONG BEMAT TXUC PHA,GENERAL
604035,T/NGHIEM HOA DAI CUONG A,CHEMISTRY_LAB
604036,VAT LIEU HOC,GENERAL
604037,KY THUAT DIEN HOA,GENERAL
604038,GIAN DO PHA,GENERAL
604039,HOA VO CO (CDH),GENERAL
604040,HOA DAI CUONG (CD),GENERAL
604041,TN HOA DAI CUONG (CD),CHEMISTRY_LAB
604042,HOA DAI CUONG (CDH),GENERAL
604043,TN HOA VO CO (CDH),CHEMISTRY_LAB
604044,HOA DAI CUONG (DL),GENERAL
604045,HOA DAI CUONG,GENERAL
604046,THI NGHIEM HOA DAI CUONG,CHEMISTRY_LAB
604047,BAI TAP HOA DAI CUONG,GENERAL
604048,BAI TAP HOA DAI CUONG A,GENERAL
604051,HOA DAI CUONG,GENERAL
604052,HOA VO CO,GENERAL
604053,THI NGHIEM HOA CO BAN,CHEMISTRY_LAB
604054,KY THUAT CAC CHAT NPS,GENERAL
604055,KY THUAT DIEN HOA,GENERAL
604056,HOA DAI CUONG,GENERAL
604057,VAT LIEU HOC,GENERAL
604058,TN HOA DAI CUONG VO CO 1,CHEMISTRY_LAB
604059,TN HOA VO CO,CHEMISTRY_LAB
604060,TN HOA DAI CUONG 1,CHEMISTRY_LAB
604061,HOA DAI CUONG,GENERAL
604062,HOA DAI CUONG,GENERAL
6040B2,HOA HOC DAI CUONG B,GENERAL
604101,TN CHUYEN NGANH VO CO,CHEMISTRY_LAB
604102,CN SX MUOI AN TU NC BIEN,GENERAL
604103,CONG NGHE BOXIT,GENERAL
604104,CN SX CAC CHAT MAU VO CO,GENERAL
604105,CN XLY CHAT THAI CNGHIEP,GENERAL
604106,TIEU LUAN CNGANH VO CO,GENERAL
604151,TN HOA VO CO,CHEMISTRY_LAB
604152,TN HOA VO CO DAI CUONG,CHEMISTRY_LAB
604153,CN SX CAC CHAT VO CO,GENERAL
604402,GENERAL CHEMISTRY 1,GENERAL
604601,HOA DAI CUONG,GENERAL
604701,BT HOA HOC DAI CUONG A,GENERAL
604801,HOA DAI CUONG B,GENERAL
604802,HOA HOC DAI CUONG B,GENERAL
604901,GIAN DO PHA,GENERAL
604902,KY THUAT DIEN HOA,GENERAL
604903,KY THUAT VO CO,GENERAL
604904,KY THUAT SILICAT,GENERAL
604905,NGUYEN LY LO,GENERAL
604906,PHAN UNG TRONG PHA RAN,GENERAL
604907,VAT LIEU CHIU LUA,GENERAL
604908,CN SX HOP CHAT VO CO,GENERAL
604909,THI NGHIEM CHUYEN DE,CHEMISTRY_LAB
604910,CHUYEN DE VO CO,GENERAL
604911,BE MAT TIEP XUC PHASE,GENERAL
604912,PHUONG PHAP NC,GENERAL
605001,UD TIN HOC TRONG CNHH&TP,COMPUTER_LAB
605002,MO PHONG & TOI UU HOA,COMPUTER_LAB
605003,CO SO CH/DOI KICH THUOC,GENERAL
605004,PP SO TRONG C/NGHE H/HOC,GENERAL
605005,LY THUYET TRUYEN KHOI,GENERAL
605006,KY THUAT SAY - LAM AM,GENERAL
605007,KT CHUNG CAT PHAN DOAN,GENERAL
605008,HAP THU - TRICH LY,GENERAL
605009,SAY CHE BIEN THUC PHAM,GENERAL
605010,KT PHAN UNG DONG THE,GENERAL
605011,TN QUA TRINH & THIET BI,CHEMISTRY_LAB
605013,KY THUAT LANH THUC PHAM,GENERAL
605014,MAY LANH VA TRAM LANH,GENERAL
605015,KY THUAT PHAN RIENG,GENERAL
605016,CHUNG CAT DA CAU TU,GENERAL
605017,CO LUU CHAT PHI NEWTON,GENERAL
605018,LO DOT CONG NGHIEP,GENERAL
605019,KY THUAT LANH,GENERAL
605020,VAN CHUYEN VAT LIEU ROI,GENERAL
605021,CO SO T/KE MAY HOA CHAT,GENERAL
605022,THIET BI TRUYEN NHIET,GENERAL
605023,KY THUAT LOC VA HOA DAU,GENERAL
605024,THIET BI NGANH DAU KHI,GENERAL
605025,THIET BI TRUYEN KHOI,GENERAL
605026,THIET BI PHAN UNG,GENERAL
605027,TN QUA TRINH & THIET BI,CHEMISTRY_LAB
605029,THIET BI TRUYEN NHIET,GENERAL
605030,THIET KE-CHE TAO MAY HOA,GENERAL
605031,CAC QUA TRINH CO HOC A,GENERAL
605032,MO HINH HOA QT,GENERAL
605033,TK HE THONG DK,GENERAL
605034,KT VAN HANH THIET BI,GENERAL
605035,XU LY CHAT THAI C/NGHIEP,GENERAL
605036,KY THUAT SONG,GENERAL
605037,KY THUAT PHAN UNG,GENERAL
605038,TN QUA TRINH THIET BI,CHEMISTRY_LAB
605039,KY THUAT PHAN RIENG,GENERAL
605041,CHUNG CAT DA CAU TU,GENERAL
605042,THI NGHIEM CHUYEN DE,GENERAL
605043,CHUNG CAT DA CAU TU,GENERAL
605044,KY THUAT LANH,GENERAL
605045,TIN HOC TRONG HH & CNHH,COMPUTER_LAB
605046,CO SO THIET KE NHA MAY,GENERAL
605048,KY THUAT CHAN KHONG,GENERAL
605049,LY THUYET TRUYEN VAN,GENERAL
605050,MO HINH HOA & DK Q/TRINH,COMPUTER_LAB
605051,CAC QUA TRINH CO HOC,GENERAL
605052,TRUYEN NHIET,GENERAL
605053,TRUYEN KHOI,GENERAL
605054,KY THUAT PHAN UNG,GENERAL
605055,TN QUA TRINH & THIET BI,CHEMISTRY_LAB
605057,KY THUAT LANH THUC PHAM,GENERAL
605058,KY THUAT SAY,GENERAL
605059,MAY LANH,GENERAL
605060,LY THUYET TRUYEN VAN,GENERAL
605061,KT CHUNG CAT DA CAU TU,GENERAL
605062,KT PHAN UNG DI THE,GENERAL
605063,KY THUAT LANH,GENERAL
605064,CO HOC LC PHI NEWTON,GENERAL
605065,DUNG CU DO,GENERAL
605066,KY THUAT CHAN KHONG,GENERAL
605067,TRUYEN KHOI A,GENERAL
605068,KY THUAT MOI TRUONG,GENERAL
605069,CSTKE MAY & T/BI HOA HOC,GENERAL
605070,CN TRICH CHIET &TINH CHE,GENERAL
605071,CONG NGHE HAT BOT,GENERAL
605072,SX DUOC PHAM & DONG GOI,GENERAL
605073,D/K Q/TR TRG CN HOA DUOC,GENERAL
605074,TN C/NGANH CN SX D/PHAM,CHEMISTRY_LAB
605101,THIET BI CO LUU CHAT,GENERAL
605102,CO SO TH/KE NHA MAY TP,GENERAL
605103,KY THUAT PHAN UNG (CD),GENERAL
605105,TRUYEN NHIET A,GENERAL
605106,MO HINH HOA & TOI UU HOA,GENERAL
605108,KY THUAT DO & DIEU KHIEN,GENERAL
605110,LY THUYET CHUYEN QUI MO,GENERAL
605111,KY THUAT KET TINH,GENERAL
605112,D/KHIEN TOI UU TRG CNHH,GENERAL
605113,CAC QUA TRINH CO HOC B,GENERAL
605114,TRUYEN KHOI B,GENERAL
605115,TRUYEN NHIET B,GENERAL
605116,TN CNGANH QUA TRINH &TBI,CHEMISTRY_LAB
605117,UD TINHOC TRG CN HOA HOC,COMPUTER_LAB
605118,DIEU KHIEN QUA TRINH,GENERAL
605151,TN QUA TRINH & THIET BI,CHEMISTRY_LAB
605152,TT QUA TRINH & THIET BI,CHEMISTRY_LAB
605153,THIET BI DO LUONG,GENERAL
605155,TRUYEN KHOI,GENERAL
605156,UNG DUNG VI TINH TRG HH,COMPUTER_LAB
605157,KY THUAT PHAN UNG,GENERAL
605158,TN QUA TRINH & THIET BI,CHEMISTRY_LAB
605159,THIET KE CHE TAO MAY HOA,GENERAL
605160,CAC QUA TRINH CO HOC,GENERAL
605162,XU LY MOI TRUONG,GENERAL
605163,KY THUAT NHIET,GENERAL
605164,TIN HOC TRG CNHHOC & TP,COMPUTER_LAB
605165,CHUNG CAT DA CAU TU,GENERAL
605166,KY THUAT DO & DIEU KHIEN,GENERAL
605167,TT QUA TRINH & THIET BI,CHEMISTRY_LAB
605901,LY THUYET TRUYEN VAN,GENERAL
605902,KY THUAT LANH THUC PHAM,GENERAL
605903,CHUNG CAT DA CAU TU,GENERAL
605904,"MAY LANH, TRAM LANH",GENERAL
605905,CO HOC C/LONG PHI NEWTON,GENERAL
605906,MO HINH HOA QUA TRINH,GENERAL
605907,KY THUAT PHAN UNG DI THE,GENERAL
605908,TIN HOC TRONG HOA HOC,COMPUTER_LAB
605909,KY THUAT CHAN KHONG,GENERAL
605910,DUNG CU DO,GENERAL
606001,HOA HOC XANH,GENERAL
606002,HOA DI VONG TH HOA DUOC,GENERAL
606003,THI NGHIEM HOA HUU CO B,CHEMISTRY_LAB
606004,CO SO TONG HOP HOA DUOC,GENERAL
606005,CONG NGHE HOA MY PHAM,GENERAL
606006,C/NGHE CHAT MAU TU NHIEN,GENERAL
606007,HH CAC SP KHANG OXY HOA,GENERAL
606008,CAC PP PHAN LAP&TINH CHE,GENERAL
606010,HOA HUU CO A,GENERAL
606011,THI NGHIEM HOA HUU CO A,CHEMISTRY_LAB
606012,HOA HUU CO B,GENERAL
606013,HOA DAU,GENERAL
606014,HOA HOC - HOA LY POLYME,GENERAL
606015,KT CHE BIEN CAO SU,GENERAL
606016,TN H/HOC-H.LY POLYME CSU,CHEMISTRY_LAB
606017,CO SO KTCB POLYME CAO SU,GENERAL
606018,KT GIA CONG POLYME & CSU,GENERAL
606019,KTSX SAN PHAM POLYME&CSU,GENERAL
606020,VC & CAT CHUA DAU,GENERAL
606021,TN CONG NGHE CAO SU,CHEMISTRY_LAB
606022,CN GIA CONG CHAT DEO,GENERAL
606023,TONG HOP HUU CO,GENERAL
606024,HOA NHUOM IN BONG,GENERAL
606025,CONG NGHE HOA HUONG LIEU,GENERAL
606026,HOA MY PHAM,GENERAL
606027,C/NGHE CAC CHAT TAY RUA,GENERAL
606028,CAC PP PH/TICH HIEN DAI,GENERAL
606029,HH & PPTH H/CO HIEN DAI,GENERAL
606030,KY THUAT LOC HOA DAU,GENERAL
606031,KHAI THAC DAU THO,GENERAL
606032,DIEU KHIEN QUA TRINH,GENERAL
606033,CAC MON HOC BO SUNG,GENERAL
606035,CN CHAT TAO MANG,GENERAL
606036,THI NGHIEM CHUYEN DE,GENERAL
606037,CN SP CAO SU KT,GENERAL
606038,CONG NGHE SAM - LOP,GENERAL
606039,CN CELLULOSE - GIAY,GENERAL
606040,TONG HOP HUU CO,GENERAL
606041,CONG NGHE LOC HOA DAU,GENERAL
606042,H/HOC& KT CHAT HD BE MAT,GENERAL
606043,HH & CHAT KT T/TRUONG TV,GENERAL
606044,KY THUAT NHUOM - IN,GENERAL
606045,HOA HUONG LIEU & MY PHAM,GENERAL
606046,KT SX CELLULOSE & GIAY,GENERAL
606047,HOA HUU CO (CD),GENERAL
606048,TN HOA HUU CO (CD),CHEMISTRY_LAB
606051,HOA HUU CO,GENERAL
606052,THI NGHIEM HOA HUU CO,CHEMISTRY_LAB
606053,TONG HOP HUU CO HOA DAU,GENERAL
606054,KY THUAT CHAT MAU,GENERAL
606055,KY THUAT AN TOAN,GENERAL
606056,TN G/CONG C/SU & POLYME,CHEMISTRY_LAB
606057,KT CHE BIEN CAO SU,GENERAL
606058,K/THUAT GIA CONG POLYME,GENERAL
606059,HOA HUU CO,GENERAL
606060,HOA HUU CO,GENERAL
606061,KY THUAT NHUOM IN,GENERAL
606062,TONG HOP HUU CO &HOA DAU,GENERAL
606101,TN CHUYEN NGANH HUU CO,CHEMISTRY_LAB
606102,HOA HOC GO & CELLULOSE,GENERAL
606103,CONG NGHE SXUAT BOT GIAY,GENERAL
606104,CONG NGHE XU LY BOT NAU,GENERAL
606105,CNGHE XU LY BOT XEO GIAY,GENERAL
606106,CNGHE XEO GIAY & SX GIAY,GENERAL
606107,TN CHUYEN DE GIAY,CHEMISTRY_LAB
606108,CONG NGHE IN,GENERAL
606109,HOA CN THUOC DA&LONG THU,GENERAL
606110,TIEU LUAN CHUYEN NGANHHC,GENERAL
606111,TIEU LUAN CNGANH GIAY,GENERAL
606112,CAC PPXD CTRUC HOPCHATHC,GENERAL
606113,CONG NGHE THUOC DA,GENERAL
606114,HH C/THUOC& C/N N/L DUOC,GENERAL
606115,CO SO TONG HOP THUOC,GENERAL
606116,CO SO KY THUAT HOA DUOC,GENERAL
606117,TN C/NGANH CN HOA DUOC,CHEMISTRY_LAB
606118,TN KY THUAT HOA DUOC,CHEMISTRY_LAB
606151,THI NGHIEM HOA HUU CO,CHEMISTRY_LAB
606701,HOA HUU CO,GENERAL
606901,KY THUAT VA IN BONG,GENERAL
606902,CONG NGHE LOC DAU,GENERAL
606903,HOA HOC - HOA LY POLYME,GENERAL
606904,KY THUAT XUC TAC,GENERAL
606905,KT SX XENLULO & GIAY,GENERAL
606906,KY THUAT NHUOM IN BONG,GENERAL
606907,KTHUAT TONG HOP CHAT MAU,GENERAL
606908,HUONG LIEU MY PHAM,GENERAL
606909,TN CD KT CAO SU,CHEMISTRY_LAB
606910,HOA HOC CAO SU,GENERAL
606911,HOA LY CAO SU,GENERAL
606912,CO SO KTGC P/CAO SU,GENERAL
606913,TN CONG NGHE CAO SU,CHEMISTRY_LAB
606914,H/HOC- HOA LY POLYME CS,GENERAL
606915,KY THUAT CHE BIEN CAO SU,GENERAL
607001,SINH HOC DAI CUONG 1,GENERAL
607002,SINH HOC DAI CUONG 2,GENERAL
607003,TN SINH HOC DAI CUONG,CHEMISTRY_LAB
607004,TAI NGUYEN SINH HOC,GENERAL
607005,SINHHOC PT& DITRUYEN HOC,GENERAL
607006,QUA TRINH &TBI SINH HOC1,GENERAL
607007,QUA TRINH &TBI SINH HOC2,GENERAL
607008,QUA TRINH &TBI SINH HOC3,GENERAL
607009,KTHUAT PHAN UNG SINH HOC,GENERAL
607010,VI SINH,GENERAL
607011,HOA SINH HOC,GENERAL
607012,TN VI SINH VAT (CNSH),CHEMISTRY_LAB
607013,TN VI SINH,CHEMISTRY_LAB
607014,CONG NGHE TE BAO,GENERAL
607015,CONG NGHE PROTEIN-ENZYME,GENERAL
607016,CONG NGHE LEN MEN,GENERAL
607017,TN CNGHE PROTEIN-ENZYME,CHEMISTRY_LAB
607018,TN CONG NGHE LEN MEN,CHEMISTRY_LAB
607019,CONG NGHE GEN,GENERAL
607020,THI NGHIEM C/NGHE TE BAO,CHEMISTRY_LAB
607021,CN LEN MEN TRUYEN THONG,GENERAL
607022,QT VA TB SINH HOC 1,GENERAL
607023,UNG DUNG ENZYME TRG CNTP,GENERAL
607024,QL &XL CTHAI RAN BG CNSH,GENERAL
607025,QL &XL NUOC THAI BG CNSH,GENERAL
607026,TN CN LEN MEN,CHEMISTRY_LAB
607027,HOA HOC MOI TRUONG,GENERAL
607028,DOC TO HOC MOI TRUONG,GENERAL
607029,TN CN PROTEIN ENZYME,CHEMISTRY_LAB
607030,TK TRAM XL NTHAI BG CNSH,GENERAL
607031,CONG NGHE SINH HOC TP,GENERAL
607033,AN TOAN TRONG CN SINHHOC,GENERAL
607034,CN S/XUAT PROTEIN DONBAO,GENERAL
607035,CN SX PROTEIN TAI TO HOP,GENERAL
607036,SINH HOC DAI CUONG,GENERAL
607037,THI NGHIEM HOA SINH,CHEMISTRY_LAB
607038,SINH HOC TE BAO,GENERAL
607039,TN SINH HOC DAI CUONG,CHEMISTRY_LAB
607040,CONG NGHE SX KHANG SINH,GENERAL
607041,CONG NGHE S/XUAT VACCINE,GENERAL
607042,"CNSX CHAT MAU,VITAMIN,ST",GENERAL
607043,CAC HC TN CO H/TINH SHOC,GENERAL
607044,AN TOAN TRG C/NGHE S/HOC,GENERAL
607045,CONG NGHE VI SINH,GENERAL
607046,TN C/NGANH CN S/HOC DUOC,CHEMISTRY_LAB
607050,TT CONG NGHE GEN,CHEMISTRY_LAB
607101,SINH HOC DAI CUONG,GENERAL
607104,SINH HOA DUOC HOC,GENERAL
607105,S/LY & M/DICH HOC NGUOI,GENERAL
608001,SILICAT DAI CUONG 1+2,GENERAL
608002,VAT LIEU CHIU LUA,GENERAL
608003,GOM SU,GENERAL
608004,THUY TINH,GENERAL
608005,CHAT KET DINH VO CO,GENERAL
608006,T/BI NHIET CHO CN VLXD,GENERAL
608008,THIET BI SILICAT,GENERAL
608009,VAT LIEU SILICAT,GENERAL
608010,TN SILICAT DAI CUONG,CHEMISTRY_LAB
608011,CN SX CAC CHAT VO CO,GENERAL
608012,THUY TINH,GENERAL
608013,KY THUAT GOM SU,GENERAL
608014,XI MANG,GENERAL
608015,VAT LIEU CHIU LUA,GENERAL
608016,SILICAT DAI CUONG,GENERAL
608017,KT SX CAC CHAT VO CO (CD,GENERAL
608018,C/NGHE XU LY KHOANG SAN,GENERAL
608049,NGOAI NGU CHUYEN NGANH,GENERAL
608050,KY THUAT SILICAT DC,GENERAL
608051,NGUYEN LY LO,GENERAL
608901,NGUYEN LY LO,GENERAL
608902,SILICAT DAI CUONG 1,GENERAL
608903,SILICAT DAI CUONG 2,GENERAL
609001,KY THUAT HOA DAI CUONG,GENERAL
609002,K/THUAT GIA CONG POLYME,GENERAL
609003,KT HOA HOC DAI CUONG,GENERAL
609004,HOA POLYME CHO CN VLXD,GENERAL
609006,KT HOA HOC DAI CUONG,GENERAL
609007,TN CHUYEN DE POLYME,CHEMISTRY_LAB
609008,KY THUAT GIA CONG POLYME,GENERAL
609009,CO SO CONG NGHE CAO SU,GENERAL
609010,VAT LIEU COMPOSITE,GENERAL
609011,KT SX CAC CHAT TAO MANG,GENERAL
609012,HOA HOC HOA LY POLYME,GENERAL
609013,KT SAN XUAT CHAT DEO,GENERAL
609051,KY THUAT HOA DAI CUONG,GENERAL
609052,HOA HOC & HOA LY POLYME,GENERAL
609053,HOA HOC & HOA LY POLYME,GENERAL
609054,K/THUAT GIA CONG POLYME,GENERAL
609901,TONG HOP HUU CO HOA DAU,GENERAL
609902,THI NGHIEM CD POLYME,CHEMISTRY_LAB
609903,HOA HOC & HOA LY POLYME,GENERAL
609904,KY THUAT GIA CONG POLYME,GENERAL
609905,KTSX C/DEO &GC C/TAOMANG,GENERAL
610001,MOI TRUONG VA CON NGUOI,GENERAL
610002,TN DOC HOC MOI TRUONG,CHEMISTRY_LAB
610003,QL C/THAI RAN&CT NGUYHAI,GENERAL
610004,CONG NGHE XANH,GENERAL
610006,C/NGHE TAI SU DUNG NUOC,GENERAL
610007,QLHT C/NUOC&THOAT NUOCDT,GENERAL
610008,QUAN LY VUNG DOI BO,GENERAL
610009,CONG NGHE TAI CHE,GENERAL
610011,HOA KY THUAT MOI TRUONG1,GENERAL
610014,TK C/TAO T/BI MOI TRUONG,GENERAL
610015,THAM QUAN NHAN THUC,GENERAL
610016,O NHIEM DAT & KT XU LY,GENERAL
610017,KINH TE MOI TRUONG,GENERAL
610018,QL CHAT LUONG MOI TRUONG,GENERAL
610019,DANH GIA TAC DONG MTR,GENERAL
610020,THI NGHIEM O NHIEM DAT,CHEMISTRY_LAB
610021,TN HOA HOC KT MOI TRUONG,CHEMISTRY_LAB
610022,O NHIEM KHONG KHI,GENERAL
610023,VI SINH VAT K/THUAT MTR,GENERAL
610024,TN O NHIEM KHONG KHI,CHEMISTRY_LAB
610025,THI NGHIEM VI SINH,CHEMISTRY_LAB
610026,UD TIN HOC TRONG TK MT,GENERAL
610027,TOI UU HOA,GENERAL
610028,KIEN TRUC DD&CONG NGHIEP,GENERAL
610029,BOM QUAT MAY NEN,GENERAL
610030,LUAT & C/SACH MOI TRUONG,GENERAL
610031,KT XU LY KHI THAI,GENERAL
610033,KT XU LY NUOC THAI,GENERAL
610035,KT XU LY NUOC CAP,GENERAL
610036,KT XU LY TIENG ON,GENERAL
610037,XU LY CHAT THAI RAN,GENERAL
610038,CONG NGHE SAN XUAT SACH,GENERAL
610039,DOC TO HOC MOI TRUONG,GENERAL
610040,MO HINH HOA MOI TRUONG,GENERAL
610041,TN XU LY CHAT THAI,CHEMISTRY_LAB
610044,AN TOAN M/TRUONG DAU KHI,GENERAL
610045,KIEM TOAN MOI TRUONG,GENERAL
610046,VIEN THAM GIS,GENERAL
610047,TH VIEN THAM & GIS,COMPUTER_LAB
610048,QUAN LY TAI NGUYEN DAT,GENERAL
610049,QUAN LY TAI NGUYEN NUOC,GENERAL
610050,QUAN LY TAI NGUYEN BIEN,GENERAL
610051,QUAN LY TAI NGUYEN RUNG,GENERAL
610052,QLY MT DO THI & KHU CN,GENERAL
610053,DANH GIA RUI RO M/TRUONG,GENERAL
610054,HOA KY THUAT MOITRUONG 2,GENERAL
