course_id,course_name,faculty_id,faculty_name,credits,total_hours,lecture_hours,exercise_hours,lab_hours,project_hours,assignment_hours,thesis_hours,course_type,companion_course_id,resource_type,resource_confidence
EE2023,Thực tập Điện tử 1,EE,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
EE2025,Thực tập Điện 1,EE,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
EE2033,Giải tích mạch,EE,,3,150,30,0,20,0,15,0,LECTURE,EE2034,GENERAL,1.0
EE2081,Ngôn ngữ lập trình,EE,,3,150,30,0,30,0,0,0,LECTURE,EE2082,GENERAL,1.0
EE2401,Vật lý: Điện và Từ học,EE,,3,150,30,12,0,0,27,0,LECTURE,EE2402,GENERAL,1.0
EE2405,Xử lý Tín hiệu Tương tự,EE,,4,200,45,14,0,0,24,0,LECTURE,EE2406,GENERAL,1.0
EE2407,Nguyên lý Tự luận,EE,,3,150,30,12,0,0,27,0,LECTURE,EE2408,GENERAL,1.0
EE2417,Cơ sở Máy tính,EE,,3,150,30,0,30,0,0,0,LECTURE,EE2418,GENERAL,1.0
EE3003,Thiết kế Hệ thống Nhúng,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3009,Máy điện,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3010,GENERAL,1.0
EE3013,Giải tích Hệ thống điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3014,GENERAL,1.0
EE3015,Kỹ thuật Hệ thống Viễn T,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3025,Kỹ thuật Siêu cao tần,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3029,Thiết bị và Hệ thống Tự,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3030,GENERAL,1.0
EE3031,Lập trình Hệ thống nhúng,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3035,Xử lý ảnh,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3037,Điện tử Y sinh,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3041,Xử lý Tín hiệu số với FP,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3043,Cấu trúc Máy tính,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3057,Nhập môn Điều khiển Thôn,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3063,Trí tuệ Nhân tạo trong Đ,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3065,Kỹ thuật Robot,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3067,Hệ thống Điều khiển Nhún,EE,,3,150,30,18,0,0,18,0,LECTURE,EE3068,GENERAL,1.0
EE3069,PLC,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3071,SCADA,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3075,Thiết bị và Hệ thống Tự,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3077,Thị giác máy,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3079,Điện tử Công suất ?ng dụ,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3085,Mạng viễn thông,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3087,Bảo vệ Rơle trong Hệ thố,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3088,GENERAL,1.0
EE3089,Kỹ thuật Cao áp,EE,,3,150,30,18,0,0,18,0,LECTURE,EE3090,GENERAL,1.0
EE3091,Vật liệu Kỹ thuật điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3092,GENERAL,1.0
EE3093,Vận hành và Điều khiển H,EE,,3,150,30,18,0,0,18,0,LECTURE,EE3094,GENERAL,1.0
EE3095,?n định Hệ thống điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3096,GENERAL,1.0
EE3097,Kỹ thuật An toàn điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3098,GENERAL,1.0
EE3099,Kỹ thuật Chiếu sáng,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3100,GENERAL,1.0
EE3101,Kỹ thuật Tiết kiệm và Sử,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3107,Thông tin Di động,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3111,Mạng máy tính,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3117,Thiết kế Vi mạch số,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3121,Thiết kế Vi mạch Tương t,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3125,QUANG DIEN TU,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3127,Anten - Truyền sóng Vô t,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3129,Điện tử ?ng dụng,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3131,Hệ thống Năng lượng xanh,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3133,Thiết bị điện trong Phân,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3135,Kỹ thuật Nhiệt lạnh,EE,,3,150,30,10,0,0,30,0,LECTURE,EE3136,GENERAL,1.0
EE3139,Cảm biến và Đo lường,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3140,GENERAL,1.0
EE3143,Điều khiển và ứng dụng c,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3144,GENERAL,1.0
EE3145,Kỹ thuật ra Quyết định,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3167,Thiết kế và Phát triển ?,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3169,Máy học Cơ bản và ?ng dụ,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3171,IoT trong Công nghiệp và,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3173,Điều khiển Chuyển động,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3175,Mô hình và mô phỏng hệ t,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3177,Chuyên đề điện tử - viễn,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3179,Truyền động điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3180,GENERAL,1.0
EE3195,Hệ thống điện 1,EE,,3,150,30,0,15,0,23,0,LECTURE,EE3196,GENERAL,1.0
EE3201,Cơ sở thiết kế vi mạch,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3203,Kiến trúc máy tính,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3205,Mạch điện tử nâng cao,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3206,GENERAL,1.0
EE3401,Kỹ thuật Hệ thống Máy tí,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE3403,Cơ sở Hệ thống Điều khiể,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3404,GENERAL,1.0
EE3405,Mạch công suất và Điện c,EE,,3,150,30,12,0,0,27,0,LECTURE,EE3406,GENERAL,1.0
EE3407,Trường và sóng điện từ,EE,,3,150,30,10,0,0,30,0,LECTURE,EE3408,GENERAL,1.0
EE3411,Mạch điện tử,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3412,GENERAL,1.0
EE3413,Vi xử lý,EE,,3,150,30,0,30,0,0,0,LECTURE,EE3414,GENERAL,1.0
EE3431,Xử lý số Tín hiệu,EE,,3,150,30,0,20,0,15,0,LECTURE,EE3432,GENERAL,1.0
EE4027,Nhập môn Chiếu sáng,EE,,3,150,30,0,30,0,0,0,LECTURE,EE4028,GENERAL,1.0
EE4029,Chiếu sáng Thông minh,EE,,3,150,30,0,30,0,0,0,LECTURE,EE4030,GENERAL,1.0
EE4051,Thiết kế Vi mạch (Pbl),EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4053,Thiết kế Hệ thống nhúng,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4055,Điện tử Công suất,EE,,3,150,30,0,15,0,23,0,LECTURE,EE4056,GENERAL,1.0
EE4059,CAC C/NGHE N/L MOI (PBL),EE,,3,150,30,0,0,45,0,0,LECTURE,,GENERAL,1.0
EE4061,Kỹ thuật Chiếu sáng (Pbl,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4067,Thông tin số,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4407,Tự động Hóa Công nghiệp,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4413,Giải tích hệ thống điện,EE,,3,150,30,0,15,0,23,0,LECTURE,EE4414,GENERAL,1.0
EE4423,Cấu trúc Máy tính,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4425,AI và IoT cho hệ thống n,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4427,Lưới điện siêu nhỏ và lư,EE,,3,150,30,18,0,0,18,0,LECTURE,EE4428,GENERAL,1.0
EE4429,Công nghệ xe điện,EE,,3,150,30,12,0,0,27,0,LECTURE,EE4430,GENERAL,1.0
EE4431,Điện tử công suất cho hệ,EE,,3,150,30,24,0,0,9,0,LECTURE,EE4432,GENERAL,1.0
EE4441,Cơ sở Người máy (Robot),EE,,3,150,30,18,0,0,18,0,LECTURE,EE4442,GENERAL,1.0
EE4443,Điều khiển Phi tuyến và,EE,,3,150,30,18,0,0,18,0,LECTURE,EE4444,GENERAL,1.0
EE4445,Trí tuệ Nhân tạo trong Đ,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4447,Hệ thống Điều khiển nhún,EE,,3,150,30,18,0,0,18,0,LECTURE,EE4448,GENERAL,1.0
EE4449,Kỹ thuật số Nâng Cao,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4451,Thiết kế Vi mạch số,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4453,Thiết kế Vi mạch Tương t,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE4455,Trí tuệ nhân tạo,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5005,Thiết bị Điện trong Phân,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5007,Kỹ thuật Cao áp (Pbl),EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5009,Điều khiển máy điện (PBL,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5011,Hệ thống Năng lượng xanh,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5013,Kỹ thuật Siêu cao tần (P,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5015,Mạch điện Tử Thông tin (,EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EE5019,Thông tin Di động (Pbl),EE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN1001,Nhập môn Về kỹ thuật,EN,,3,150,30,10,0,0,30,0,LECTURE,EN1002,GENERAL,1.0
EN1007,NHAP MON KT TUAN HOAN,EN,,3,150,30,12,0,0,27,0,LECTURE,EN1008,GENERAL,1.0
EN2033,Luật và Chính sách Môi t,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN2039,Thực tập Tham quan,EN,,1,50,12,0,0,0,9,0,LECTURE,,GENERAL,1.0
EN2065,Hóa phân tích trong môi,EN,,3,150,30,0,30,0,0,0,LECTURE,EN2066,GENERAL,1.0
EN2073,Khoa học trái đất ứng dụ,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3003,?ng dụng GIS và Viễn Thá,EN,,3,150,30,10,20,0,0,0,LECTURE,EN3004,GENERAL,1.0
EN3005,Kỹ thuật Xử lý Nước cấp,EN,,4,200,45,0,20,0,15,0,LECTURE,EN3006,GENERAL,1.0
EN3013,Kỹ thuật Xử lý Nước thải,EN,,4,200,45,0,20,0,15,0,LECTURE,EN3014,GENERAL,1.0
EN3023,Kỹ thuật Sinh thái,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3037,Quản lý Môi trường Đô th,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3039,Quản lý Tài nguyên nước,EN,,3,150,30,10,0,0,30,0,LECTURE,EN3040,GENERAL,1.0
EN3043,Kỹ thuật Lò đốt Chất thả,EN,,3,150,30,10,0,0,30,0,LECTURE,EN3044,GENERAL,1.0
EN3069,Quản lý Chất thải Rắn và,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3073,An toàn Lao động và Vệ s,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3079,Các Hệ thống Quản lý Môi,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3083,Quan trắc Môi trường,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3111,Các Quá trình Cơ học tro,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3113,Quản lý và Kỹ thuật Xử l,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3117,Vận hành Công trình Xử l,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3127,Sản xuất sạch hơn,EN,,3,150,30,10,0,0,30,0,LECTURE,EN3128,GENERAL,1.0
EN3205,Thủy văn Môi trường,EN,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
EN3209,Mô hình Hóa Môi trường,EN,,3,150,30,12,0,0,27,0,LECTURE,EN3210,GENERAL,1.0
EN3211,Q/LY MOITRUONG DOTHI&KCN,EN,,4,90,45,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE1001,NHAP MON VE KY THUAT,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE1027,KHOA HOC DU LIEU,GE,,3,150,30,14,0,0,24,0,LECTURE,GE1028,GENERAL,1.0
GE2001,CO SO KY THUAT DAU KHI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE2031,DIA CHAT THUY VAN,GE,,3,150,30,30,0,0,0,0,LECTURE,GE2032,GENERAL,1.0
GE2035,DCHAT K/TRUC &DO VE BDDC,GE,,3,150,30,24,0,0,9,0,LECTURE,GE2036,GENERAL,1.0
GE2051,CO SO KHOA HOC DCDK &NDK,GE,,3,150,30,14,0,0,24,0,LECTURE,GE2052,GENERAL,1.0
GE2053,NHIET DONG HOC VIA &TCCL,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE2055,DIA VAT LY DAU KHI &DGTH,GE,,3,150,30,12,0,0,27,0,LECTURE,GE2056,GENERAL,1.0
GE2065,VAT LIEU XAY DUNG,GE,,2,100,24,0,0,0,18,0,LECTURE,,GENERAL,1.0
GE2067,SUC BEN - KET CAU VAT LI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE2069,TRAC DIA CONG TRINH,GE,,3,150,30,30,0,0,45,0,LECTURE,,GENERAL,1.0
GE2073,CAC PP KHAO SAT VA TN HI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE2075,THUC HANH CAC PHUONG PHA,GE,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
GE2079,KHOANG VAT VA THACH HOC,GE,,3,150,30,0,30,0,15,0,LECTURE,GE2080,GENERAL,1.0
GE3013,THI NGHIEM DIA KY THUAT,GE,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
GE3017,KY THUAT VIA DAU KHI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3147,DIA HOA MOI TRUONG,GE,,3,150,30,12,0,0,27,0,LECTURE,GE3148,GENERAL,1.0
GE3205,CO HOC DA DAU KHI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3213,DIA THONG KE UD TRG KTDK,GE,,3,75,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3219,HOANTHIEN &K/THICH GIENG,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3221,TON HAI THANH HE &CTNSKT,GE,,3,150,30,12,0,0,27,0,LECTURE,GE3222,GENERAL,1.0
GE3223,CAC QT VAN CHUYEN &CBDK,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3225,PHAN TICH DU LIEU,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE3227,THI NGHIEM VAT LIEU VA K,GE,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
GE3231,QUAN TRAC DIA KY THUAT C,GE,,3,150,30,18,0,0,18,0,LECTURE,GE3232,GENERAL,1.0
GE3233,DIA DONG LUC CONG TRINH,GE,,2,100,24,0,0,0,18,0,LECTURE,,GENERAL,1.0
GE3235,KINH TE XAY DUNG,GE,,2,100,24,0,0,0,18,0,LECTURE,,GENERAL,1.0
GE3243,VE KY THUAT XAY DUNG,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE4033,NEN MONG CONG TRINH,GE,,3,150,30,18,0,0,45,0,LECTURE,,GENERAL,1.0
GE4069,DIA CHAT DONGLUC C/TRINH,GE,,3,150,30,24,0,0,9,0,LECTURE,GE4070,GENERAL,1.0
GE4091,MO PHONG VIA DAU KHI,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE4145,THU VIA &PT AP SUAT CT,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
GE4249,CONG TRINH KHAI DAO,GE,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1001,Giới thiệu ngành,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1003,Kinh tế học Vi mô,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1007,Quản trị Đại cương,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1013,Kinh tế học Đại cương,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1019,Tiếp thị Căn bản,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1021,KHOI NGHIEP,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1023,Quản lý Sản xuất cho Kỹ,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1025,Quản lý Dự án cho Kỹ sư,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1027,Kinh tế Kỹ thuật,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1029,Hệ thống Sản xuất,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1031,KHOI NGHIEP VA DOI MOI S,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM1033,Công nghệ số trong kinh,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM2017,Hành vi Tổ chức,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM2019,Kế toán Quản trị,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM2035,Phương pháp Định lượng,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3001,Quản trị Kinh doanh cho,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3009,HE THONG TAI CHINH,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3021,Quản lý Chuỗi cung ứng,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3023,Thương mại Điện tử,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3035,QUAN LY BAO TRI,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3041,Hệ Hỗ trợ Quyết định và,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3047,Giao tiếp trong Kinh doa,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3051,Đạo đức Kinh doanh và Tr,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3055,Quản lý Nhân sự,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3063,Quản lý Chất lượng,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3073,Điều độ Sản xuất,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3077,Quản lý Sản xuất Theo Le,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3081,Quản trị Kinh doanh Quốc,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3083,Hành vi Người tiêu dùng,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3087,Hệ thống Thông tin Quản,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3089,Đổi mới sản phẩm/dịch vụ,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3093,Quản lý logistics và vận,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3101,Quản lý Cung ứng và Thu,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3103,Quản lý rủi ro chuỗi cun,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3105,Phương pháp nghiên cứu t,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM3109,Tiếp thị số,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM4003,Quản lý Dự án,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM4007,Kế hoạch Kinh doanh,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM4019,Khoa học Dữ liệu trong K,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IM4035,ISO 9000,IM,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
IU1001,NHAP MON VE KY THUAT,IU,,3,150,30,24,0,0,9,0,LECTURE,IU1002,GENERAL,1.0
IU2001,CO HOC VAT LIEU,IU,,3,150,30,24,0,0,9,0,LECTURE,IU2002,GENERAL,1.0
IU2031,PHUONG PHAP SO VA KY THU,IU,,3,150,30,24,0,0,9,0,LECTURE,IU2032,GENERAL,1.0
IU2035,KY THUAT DIEN TRONG BAO,IU,,3,150,30,18,12,0,0,0,LECTURE,IU2036,GENERAL,1.0
IU3011,KY THUAT LAP TRINH PLC,IU,,3,150,30,0,30,0,0,0,LECTURE,IU3012,GENERAL,1.0
IU3017,KY THUAT SO,IU,,3,150,30,10,20,0,0,0,LECTURE,IU3018,GENERAL,1.0
IU3061,CONG NGHE CO KHI 2,IU,,3,150,30,0,20,0,15,0,LECTURE,IU3062,GENERAL,1.0
IU3063,CONG NGHE KHI NEN,IU,,3,150,30,0,30,0,0,0,LECTURE,IU3064,GENERAL,1.0
IU3067,CONG NGHE LANH &DIEU HOA,IU,,3,60,30,0,30,0,0,0,LECTURE,IU3068,GENERAL,1.0
IU3101,THUC HANH HAN,IU,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
IU3115,TO CHUC QUAN LY BAO TRI,IU,,3,150,30,24,0,0,9,0,LECTURE,IU3116,GENERAL,1.0
IU3117,CONG NGHE DIEN TRONG CON,IU,,3,150,30,0,30,0,0,0,LECTURE,IU3118,GENERAL,1.0
IU4015,CONG NGHE THUY LUC,IU,,3,150,30,0,30,0,0,0,LECTURE,IU4016,GENERAL,1.0
LA1011,Pháp văn 1,LA,,2,100,30,30,0,0,0,0,LECTURE,LA1012,GENERAL,1.0
LA1015,Pháp văn 3,LA,,2,100,30,30,0,0,0,0,LECTURE,LA1016,GENERAL,1.0
LA1049,Tiếng Nhật - Kiến thức n,LA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
LA1051,Tiếng Nhật - Kỹ năng ngô,LA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
LA2021,Tiếng Nhật - Kiến thức n,LA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
LA2023,Tiếng Nhật - Kỹ năng ngô,LA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
LA3021,Pháp văn 5,LA,,2,100,30,30,0,0,0,0,LECTURE,LA3022,GENERAL,1.0
LA3025,TIENG NHAT 5,LA,,0,300,30,120,0,0,0,0,LECTURE,,GENERAL,1.0
LA4007,TIENG NHAT 7,LA,,0,0,0,0,0,0,0,0,UNKNOWN,,GENERAL,1.0
MA1001,Nhập môn Về Kỹ thuật,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA1003,Cơ sở Khoa học Vật liệu,MA,,3,150,30,18,0,0,18,0,LECTURE,MA1004,GENERAL,1.0
MA1005,Nhập môn về kỹ thuật Bán,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA2005,Hóa học chất rắn,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA2007,Hóa học Polyme,MA,,3,150,30,24,0,0,9,0,LECTURE,MA2008,GENERAL,1.0
MA2011,Điện hóa học,MA,,3,150,30,24,0,0,9,0,LECTURE,MA2012,GENERAL,1.0
MA2013,Các nguồn Năng lượng Tái,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA2015,Hóa lý Polymer,MA,,3,150,30,24,0,0,9,0,LECTURE,MA2016,GENERAL,1.0
MA2033,Vật lý Chất rắn,MA,,3,150,30,12,0,0,27,0,LECTURE,MA2034,GENERAL,1.0
MA2035,Công nghệ Vật liệu,MA,,3,150,30,24,0,0,9,0,LECTURE,MA2036,GENERAL,1.0
MA2037,Hóa lý - Công nghệ Vật l,MA,,3,150,30,10,20,0,0,0,LECTURE,MA2038,GENERAL,1.0
MA2039,Hóa hữu Cơ - Công nghệ V,MA,,3,150,30,0,30,0,0,0,LECTURE,MA2040,GENERAL,1.0
MA3007,Phương pháp Đánh giá Vật,MA,,3,150,30,12,0,0,27,0,LECTURE,MA3008,GENERAL,1.0
MA3009,Công nghệ Cao su,MA,,4,200,45,0,25,0,8,0,LECTURE,MA3010,GENERAL,1.0
MA3011,Hóa học Xúc tác,MA,,3,150,30,12,0,0,27,0,LECTURE,MA3012,GENERAL,1.0
MA3019,Kỹ thuật Sản xuất các ch,MA,,3,150,30,0,30,0,0,0,LECTURE,MA3020,GENERAL,1.0
MA3021,Nguyên lý Lò công nghiệp,MA,,3,150,30,12,0,0,27,0,LECTURE,MA3022,GENERAL,1.0
MA3031,Vật liệu Chuyển hóa và T,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA3035,THI NGHIEM SILICAT DC,MA,,1,50,0,0,30,0,0,0,LAB,,GENERAL,1.0
MA3039,Kỹ thuật Sản xuất các Sả,MA,,3,150,30,0,0,0,45,0,LECTURE,,GENERAL,1.0
MA3051,THI NGHIEM SILICAT CN,MA,,2,100,0,0,60,0,0,0,LAB,,GENERAL,1.0
