course_id,course_name,faculty_id,faculty_name,credits,total_hours,lecture_hours,exercise_hours,lab_hours,project_hours,assignment_hours,thesis_hours,course_type,companion_course_id,resource_type,resource_confidence
202037,TU DONG CONG NGHIEP,ME,,2,45,30,15,0,0,0,0,LECTURE,,GENERAL,1.0
202039,DO TRONG CHE TAO MAY,ME,,1,30,15,15,0,0,0,0,LECTURE,,GENERAL,1.0
202040,KY THUAT DO LUONG CO KHI,ME,,3,75,45,15,15,0,0,0,LECTURE,,GENERAL,1.0
202041,THIET BI DIEN TRONG MAY,ME,,1,30,15,15,0,0,0,0,LECTURE,,GENERAL,1.0
202042,CAC PP GIA CONG DAC BIET,ME,,2,45,30,9,6,0,0,0,LECTURE,,GENERAL,1.0
202043,TOI UU HOA QUI TRINHSXCN,ME,,2,45,30,15,0,0,0,0,LECTURE,,GENERAL,1.0
202044,TU DONG HOA SAN XUAT,ME,,2,45,39,0,6,0,0,0,LECTURE,,GENERAL,1.0
202045,CNC,ME,,2,45,30,0,15,0,0,0,LECTURE,,GENERAL,1.0
202046,TK DUNG CU CAT KIM LOAI,ME,,2,45,30,15,0,0,0,0,LECTURE,,GENERAL,1.0
202047,KY THUAT CHE TAO 2,ME,,3,60,45,0,15,0,0,0,LECTURE,,GENERAL,1.0
202048,CONG NGHE CHE TAO MAY 2,ME,,3,60,51,0,9,0,0,0,LECTURE,,GENERAL,1.0
202049,TK QUI TRINH CONG NGHE,ME,,2,45,30,15,0,0,0,0,LECTURE,,GENERAL,1.0
202050,CO KHI DAI CUONG,ME,,3,60,42,9,9,0,0,0,LECTURE,,GENERAL,1.0
202051,CONG NGHE CHE TAO MAY 1,ME,,4,30,30,0,0,0,0,0,LECTURE,,GENERAL,1.0
202052,CONG NGHE CHE TAO MAY 2,ME,,4,30,30,0,0,0,0,0,LECTURE,,GENERAL,1.0
202053,DUNG SAI DO LUONG,ME,,3,25,25,0,0,0,0,0,LECTURE,,GENERAL,1.0
202054,TRUYEN DONG DAU EP,ME,,2,20,20,0,0,0,0,0,LECTURE,,GENERAL,1.0
202055,NGUYEN LY CAT KIM LOAI,ME,,4,30,30,0,0,0,0,0,LECTURE,,GENERAL,1.0
